Milestone_ID,Project_ID,Milestone_Name,Planned_Date,Actual_Date,Status,Milestone_Delay_Days,Delay_Category
M5713,P1130,Structural Work,2024-12-11,2024-12-13,Completed,2.0,On Time
M5714,P1130,Major Construction,2025-01-26,2025-02-15,Completed,20.0,Minor Delay
M5715,P1130,Final Handover,2025-03-13,2025-03-23,Completed,10.0,Minor Delay
M5716,P1131,Testing,2025-10-18,2025-10-28,Delayed,10.0,Minor Delay
M5717,P1131,Structural Work,2025-12-19,2025-12-24,Completed,5.0,On Time
M5718,P1131,Safety Inspection,2026-02-19,2026-02-21,Completed,2.0,On Time
M5719,P1131,Land Acquisition,2026-04-22,2026-05-27,Completed,35.0,Major Delay
M5720,P1131,Major Construction,2026-06-23,2026-07-28,Completed,35.0,Major Delay
M5721,P1131,Design Approval,2026-08-24,2026-09-13,Delayed,20.0,Minor Delay
M5722,P1132,Safety Inspection,2023-04-21,2023-04-23,Delayed,2.0,On Time
M5723,P1132,Design Approval,2023-07-24,2023-10-02,Delayed,70.0,Extreme Delay
M5724,P1132,Major Construction,2023-10-25,2023-12-22,Delayed,58.0,Extreme Delay
M5725,P1132,Final Handover,2024-01-27,2024-01-29,Completed,2.0,On Time
M5726,P1132,Testing,2024-04-29,2024-05-23,Delayed,24.0,Minor Delay
M5727,P1132,Structural Work,2024-08-01,2024-10-17,Delayed,77.0,Extreme Delay
M5728,P1132,Foundation,2024-11-02,2024-11-22,Delayed,20.0,Minor Delay
M5729,P1133,Design Approval,2023-12-08,2023-12-08,Delayed,0.0,On Time
M5730,P1133,Safety Inspection,2024-01-26,2024-03-01,Completed,35.0,Major Delay
M5731,P1133,Structural Work,2024-03-15,,Completed,,On Time
M5732,P1133,Final Handover,2024-05-04,2024-07-03,Completed,60.0,Extreme Delay
M5733,P1133,Foundation,2024-06-22,2024-07-27,Completed,35.0,Major Delay
M5734,P1133,Major Construction,2024-08-10,2024-08-15,Delayed,5.0,On Time
M5735,P1134,Structural Work,2025-09-06,2025-09-16,Completed,10.0,Minor Delay
M5736,P1134,Design Approval,2025-12-01,2025-12-21,Completed,20.0,Minor Delay
M5737,P1134,Testing,2026-02-24,2026-03-16,Delayed,20.0,Minor Delay
M5738,P1134,Foundation,2026-05-21,2026-07-20,Completed,60.0,Extreme Delay
M5739,P1134,Major Construction,2026-08-15,2026-09-04,Completed,20.0,Minor Delay
M5740,P1134,Final Handover,2026-11-08,2026-11-28,Completed,20.0,Minor Delay
M5741,P1134,Safety Inspection,2027-02-02,2027-02-07,Completed,5.0,On Time
M5742,P1135,Safety Inspection,2026-02-11,2026-02-21,Delayed,10.0,Minor Delay
M5743,P1135,Testing,2026-06-06,2026-06-08,Completed,2.0,On Time
M5744,P1135,Major Construction,2026-09-29,2026-10-01,Delayed,2.0,On Time
M5745,P1135,Structural Work,2027-01-21,2027-01-26,Delayed,5.0,On Time
M5746,P1135,Foundation,2027-05-16,2027-07-15,Completed,60.0,Extreme Delay
M5747,P1136,Land Acquisition,2024-05-12,,In Progress,,On Time
M5748,P1136,Final Handover,,,Pending,,On Time
M5749,P1136,Testing,2024-12-05,2025-01-09,Delayed,35.0,Major Delay
M5750,P1136,Safety Inspection,2025-03-18,,Not Started,,On Time
M5751,P1136,Design Approval,2025-06-29,,In Progress,,On Time
M5752,P1137,Final Handover,,2025-02-26,Completed,,On Time
M5753,P1137,Major Construction,2025-07-02,2025-07-02,Delayed,0.0,On Time
M5754,P1137,Structural Work,2025-11-08,,Pending,,On Time
M5755,P1137,Safety Inspection,2026-03-16,,In Progress,,On Time
M5756,P1137,Testing,2026-07-22,2026-08-11,Completed,20.0,Minor Delay
M5757,P1138,Land Acquisition,2022-10-19,2022-10-29,Completed,10.0,Minor Delay
M5758,P1138,Major Construction,2023-03-08,2023-04-12,Completed,35.0,Major Delay
M5759,P1138,Structural Work,2023-07-27,2023-07-27,Completed,0.0,On Time
M5760,P1138,Foundation,2023-12-14,2024-01-18,Completed,35.0,Major Delay
M5761,P1139,Land Acquisition,2023-11-04,2023-11-14,Completed,10.0,Minor Delay
M5762,P1139,Foundation,2024-01-21,2024-03-21,Completed,60.0,Extreme Delay
M5763,P1139,Major Construction,2024-04-08,2024-04-08,Completed,0.0,On Time
M5764,P1139,Final Handover,2024-06-25,,Not Started,,On Time
M5765,P1139,Structural Work,2024-09-11,2024-10-16,Delayed,35.0,Major Delay
M5766,P1139,Design Approval,2024-11-28,,Not Started,,On Time
M5767,P1140,Major Construction,2022-06-24,2022-07-04,Completed,10.0,Minor Delay
M5768,P1140,Safety Inspection,2022-10-24,2022-10-24,Completed,0.0,On Time
M5769,P1140,Testing,2023-02-23,2023-03-15,Completed,20.0,Minor Delay
M5770,P1140,Final Handover,2023-06-25,2023-06-30,Completed,5.0,On Time
M5771,P1141,Foundation,2024-09-30,2024-10-05,Completed,5.0,On Time
M5772,P1141,Major Construction,2025-03-15,2025-04-19,Completed,35.0,Major Delay
M5773,P1141,Testing,2025-08-27,2025-10-26,Completed,60.0,Extreme Delay
M5774,P1141,Design Approval,2026-02-09,2026-02-09,Completed,0.0,On Time
M5775,P1142,Final Handover,2024-12-14,2025-01-19,Delayed,36.0,Major Delay
M5776,P1142,Safety Inspection,2025-02-01,2025-03-08,Completed,35.0,Major Delay
M5777,P1142,Structural Work,2025-03-23,2025-03-28,Completed,5.0,On Time
M5778,P1142,Testing,2025-05-11,2025-05-21,Delayed,10.0,Minor Delay
M5779,P1142,,2025-06-29,2025-07-09,Completed,10.0,Minor Delay
M5780,P1143,Safety Inspection,2023-05-29,,In Progress,,On Time
M5781,P1143,Structural Work,2023-09-17,2023-09-22,Completed,5.0,On Time
M5782,P1143,Foundation,2024-01-06,2024-01-26,Completed,20.0,Minor Delay
M5783,P1143,Design Approval,2024-04-27,,In Progress,,On Time
M5784,P1143,Final Handover,2024-08-16,,Not Started,,On Time
M5785,P1143,Land Acquisition,2024-12-05,,In Progress,,On Time
M5786,P1143,Major Construction,2025-03-26,2025-05-25,Completed,60.0,Extreme Delay
M5787,P1144,Safety Inspection,2025-11-01,2025-12-06,Completed,35.0,Major Delay
M5788,P1144,Structural Work,2026-03-04,2026-03-04,Completed,0.0,On Time
M5789,P1144,Testing,2026-07-05,2026-07-05,Delayed,0.0,On Time
M5790,P1144,Design Approval,2026-11-04,2026-11-04,Delayed,0.0,On Time
M5791,P1144,Major Construction,2027-03-07,2027-04-11,Completed,35.0,Major Delay
M5792,P1144,Foundation,2027-07-08,2027-07-08,Completed,0.0,On Time
M5793,P1145,Land Acquisition,2025-12-14,2026-01-18,Completed,35.0,Major Delay
M5794,P1145,Major Construction,2026-06-11,2026-06-11,Completed,0.0,On Time
M5795,P1145,Testing,2026-12-07,2026-12-09,Delayed,2.0,On Time
M5796,P1145,Design Approval,2027-06-04,2027-07-09,Completed,35.0,Major Delay
M5797,P1146,Foundation,2022-07-22,,Pending,,On Time
M5798,P1146,Final Handover,2022-10-10,,In Progress,,On Time
M5799,P1146,Safety Inspection,2022-12-29,,,,On Time
M5800,P1146,Structural Work,2023-03-19,,In Progress,,On Time
M5801,P1147,Foundation,2024-05-17,2024-05-17,Completed,0.0,On Time
M5802,P1147,Safety Inspection,2024-09-04,,In Progress,,On Time
M5803,P1147,Land Acquisition,2024-12-22,2024-12-22,Delayed,0.0,On Time
M5804,P1147,Final Handover,2025-04-11,,Pending,,On Time
M5805,P1147,Testing,2025-07-29,,Pending,,On Time
M5806,P1147,Design Approval,2025-11-16,,Pending,,On Time
M5807,P1148,Safety Inspection,,2024-04-16,Delayed,,On Time
M5808,P1148,Design Approval,2024-08-05,2024-08-05,Completed,0.0,On Time
M5809,P1148,Major Construction,2024-12-21,2025-01-07,Delayed,17.0,Minor Delay
M5810,P1148,Land Acquisition,2025-05-09,,Pending,,On Time
M5811,P1148,Structural Work,2025-09-24,2025-10-09,Delayed,15.0,Minor Delay
M5812,P1149,Safety Inspection,2023-08-09,,Not Started,,On Time
M5813,P1149,Foundation,2023-11-09,2023-12-14,Delayed,35.0,Major Delay
M5814,P1149,Design Approval,2024-02-09,2024-02-19,Completed,10.0,Minor Delay
M5815,P1149,Final Handover,2024-05-11,2024-05-11,Delayed,0.0,On Time
M5816,P1150,Design Approval,2022-12-04,2023-01-08,Completed,35.0,Major Delay
M5817,P1150,Major Construction,2023-02-06,2023-04-07,Completed,60.0,Extreme Delay
M5818,P1150,Safety Inspection,2023-04-11,2023-04-21,Completed,10.0,Minor Delay
M5819,P1150,Foundation,2023-06-14,2023-07-21,Delayed,37.0,Major Delay
M5820,P1150,Testing,2023-08-16,2023-10-19,Delayed,64.0,Extreme Delay
M5821,P1150,Structural Work,2023-10-19,2023-12-11,Delayed,53.0,Extreme Delay
M5822,P1150,Final Handover,2023-12-22,2024-01-19,Delayed,28.0,Major Delay
M5823,P1151,Final Handover,2024-11-02,2024-11-02,Completed,0.0,On Time
M5824,P1151,Land Acquisition,2025-02-25,2025-02-25,Completed,0.0,On Time
M5825,P1151,Testing,,2025-08-19,Delayed,,On Time
M5826,P1151,Structural Work,2025-10-12,2025-10-12,Completed,0.0,On Time
M5827,P1151,Design Approval,2026-02-04,2026-02-09,Completed,5.0,On Time
M5828,P1151,Safety Inspection,2026-05-30,2026-06-01,Delayed,2.0,On Time
M5829,P1152,Structural Work,2025-09-21,,In Progress,,On Time
M5830,P1152,Land Acquisition,2026-01-26,,Not Started,,On Time
M5831,P1152,Safety Inspection,2026-06-02,2026-07-07,Completed,35.0,Major Delay
M5832,P1152,Design Approval,2026-10-07,2026-11-11,Completed,35.0,Major Delay
M5833,P1152,Final Handover,2027-02-11,,Pending,,On Time
M5834,P1153,Foundation,2023-12-04,,Not Started,,On Time
M5835,P1153,Safety Inspection,2024-01-24,2024-03-24,Completed,60.0,Extreme Delay
M5836,P1153,Major Construction,2024-03-15,2024-05-14,Delayed,60.0,Extreme Delay
M5837,P1153,Land Acquisition,2024-05-05,2024-06-09,Completed,35.0,Major Delay
M5838,P1153,Testing,2024-06-24,2024-08-23,Completed,60.0,Extreme Delay
M5839,P1153,Structural Work,2024-08-14,,Not Started,,On Time
M5840,P1153,Design Approval,2024-10-04,2024-10-04,Completed,0.0,On Time
M5841,P1154,Foundation,2025-11-30,2025-12-02,Completed,2.0,On Time
M5842,P1154,Safety Inspection,2026-01-19,2026-03-20,Delayed,60.0,Extreme Delay
M5843,P1154,Structural Work,2026-03-10,,Pending,,On Time
M5844,P1154,Design Approval,2026-04-30,,Pending,,On Time
M5845,P1154,Final Handover,2026-06-19,2026-06-21,Completed,2.0,On Time
M5846,P1154,Testing,2026-08-08,,Not Started,,On Time
M5847,P1155,Safety Inspection,2025-07-23,2025-08-12,Delayed,20.0,Minor Delay
M5848,P1155,Testing,2025-11-04,2025-11-06,Completed,2.0,On Time
M5849,P1155,Structural Work,2026-02-17,2026-03-24,Delayed,35.0,Major Delay
M5850,P1155,Design Approval,2026-06-01,2026-06-01,Completed,0.0,On Time
M5851,P1155,Major Construction,2026-09-14,2026-09-14,Completed,0.0,On Time
M5852,P1155,Land Acquisition,2026-12-27,2027-01-16,Completed,20.0,Minor Delay
M5853,P1156,Structural Work,2024-07-02,2024-08-31,Completed,60.0,Extreme Delay
M5854,P1156,Final Handover,2024-08-27,,In Progress,,On Time
M5855,P1156,Testing,2024-10-23,2024-10-25,Completed,2.0,On Time
M5856,P1156,Design Approval,2024-12-18,2024-12-23,Completed,5.0,On Time
M5857,P1156,Foundation,2025-02-13,2025-02-18,Completed,5.0,On Time
M5858,P1156,Land Acquisition,2025-04-10,,In Progress,,On Time
M5859,P1157,Design Approval,2025-06-16,2025-08-15,,60.0,Extreme Delay
M5860,P1157,Testing,2025-10-08,2025-10-08,Completed,0.0,On Time
M5861,P1157,Land Acquisition,2026-01-31,,Not Started,,On Time
M5862,P1157,Major Construction,2026-05-25,2026-06-14,Completed,20.0,Minor Delay
M5863,P1158,Structural Work,2023-03-31,2023-04-02,Delayed,2.0,On Time
M5864,P1158,Testing,2023-06-01,2023-06-11,Completed,10.0,Minor Delay
M5865,P1158,Safety Inspection,2023-08-01,2023-08-21,Delayed,20.0,Minor Delay
M5866,P1158,Foundation,2023-10-02,2023-10-12,Completed,10.0,Minor Delay
M5867,P1158,Design Approval,2023-12-02,2023-12-22,Delayed,20.0,Minor Delay
M5868,P1158,Land Acquisition,2024-02-02,2024-02-07,Completed,5.0,On Time
M5869,P1158,Final Handover,2024-04-03,2024-04-05,Completed,2.0,On Time
M5870,P1159,Structural Work,2024-04-10,2024-06-09,Delayed,60.0,Extreme Delay
M5871,P1159,Foundation,2024-08-04,2024-08-06,Completed,2.0,On Time
M5872,P1159,Design Approval,2024-11-28,2024-12-03,Completed,5.0,On Time
M5873,P1159,Land Acquisition,2025-03-24,,Not Started,,On Time
M5874,P1159,Major Construction,2025-07-18,,Pending,,On Time
M5875,P1159,Testing,2025-11-11,,Not Started,,On Time
M5876,P1160,Design Approval,2023-10-05,2023-12-04,Delayed,60.0,Extreme Delay
M5877,P1160,Structural Work,2023-11-27,2024-01-01,Delayed,35.0,Major Delay
M5878,P1160,Major Construction,2024-01-20,2024-01-22,Completed,2.0,On Time
M5879,P1160,Safety Inspection,2024-03-13,2024-04-02,Completed,20.0,Minor Delay
M5880,P1160,Final Handover,2024-05-05,2024-05-25,Completed,20.0,Minor Delay
M5881,P1161,Safety Inspection,2025-11-29,2025-12-19,Completed,20.0,Minor Delay
M5882,P1161,Land Acquisition,2026-05-16,2026-05-26,Delayed,10.0,Minor Delay
M5883,P1161,Final Handover,2026-10-31,2026-12-05,Completed,35.0,Major Delay
M5884,P1161,Structural Work,2027-04-17,2027-04-19,Completed,2.0,On Time
M5885,P1162,Safety Inspection,2022-11-27,2023-01-01,Completed,35.0,Major Delay
M5886,P1162,Design Approval,2023-01-15,2023-02-19,Completed,35.0,Major Delay
M5887,P1162,Final Handover,2023-03-05,2023-03-15,Completed,10.0,Minor Delay
M5888,P1162,Foundation,2023-04-23,,In Progress,,On Time
M5889,P1163,Safety Inspection,2022-06-26,,Pending,,On Time
M5890,P1163,Design Approval,2022-08-20,2022-09-24,Completed,35.0,Major Delay
M5891,P1163,Foundation,2022-10-14,2022-10-19,Delayed,5.0,On Time
M5892,P1163,Structural Work,2022-12-08,2023-01-18,Delayed,41.0,Extreme Delay
M5893,P1163,Land Acquisition,2023-02-01,2023-02-26,Delayed,25.0,Major Delay
M5894,P1164,Land Acquisition,2024-12-11,2024-12-21,Completed,10.0,Minor Delay
M5895,P1164,Major Construction,2025-02-10,2025-02-12,Completed,2.0,On Time
M5896,P1164,Testing,2025-04-13,,Pending,,On Time
M5897,P1164,Foundation,2025-06-13,2025-06-18,Completed,5.0,On Time
M5898,P1164,Final Handover,2025-08-14,2025-09-18,Delayed,35.0,Major Delay
M5899,P1164,Structural Work,2025-10-14,,Not Started,,On Time
M5900,P1165,Structural Work,2025-04-12,2025-04-12,Completed,0.0,On Time
M5901,P1165,Foundation,2025-08-14,2025-08-24,Completed,10.0,Minor Delay
M5902,P1165,Safety Inspection,2025-12-16,2026-01-05,Completed,20.0,Minor Delay
M5903,P1165,Testing,2026-04-19,2026-04-24,Completed,5.0,On Time
M5904,P1165,Final Handover,2026-08-21,2026-08-31,Completed,10.0,Minor Delay
M5905,P1166,Safety Inspection,2022-05-26,2022-05-31,Completed,5.0,On Time
M5906,P1166,Design Approval,2022-09-20,2022-12-07,Delayed,78.0,Extreme Delay
M5907,P1166,Foundation,,2023-01-17,Completed,,On Time
M5908,P1166,Land Acquisition,2023-05-12,2023-06-16,Completed,35.0,Major Delay
M5909,P1167,Testing,2022-09-06,2022-11-05,Completed,60.0,Extreme Delay
M5910,P1167,,2022-10-30,,Not Started,,On Time
M5911,P1167,Safety Inspection,2022-12-22,,In Progress,,On Time
M5912,P1167,Land Acquisition,2023-02-14,,Not Started,,On Time
M5913,P1167,Foundation,2023-04-09,,In Progress,,On Time
M5914,P1167,Major Construction,2023-06-01,2023-07-06,Delayed,35.0,Major Delay
M5915,P1167,Final Handover,2023-07-25,2023-08-14,Completed,20.0,Minor Delay
M5916,P1168,Foundation,2025-04-23,2025-06-22,Completed,60.0,Extreme Delay
M5917,P1168,Safety Inspection,2025-05-29,2025-06-03,Delayed,5.0,On Time
M5918,P1168,Final Handover,2025-07-04,2025-07-24,Completed,20.0,Minor Delay
M5919,P1168,Design Approval,2025-08-09,2025-08-14,Completed,5.0,On Time
M5920,P1168,Structural Work,2025-09-14,2025-11-13,Completed,60.0,Extreme Delay
M5921,P1168,Major Construction,2025-10-20,2025-10-20,Completed,0.0,On Time
M5922,P1169,Foundation,2025-10-17,,Pending,,On Time
M5923,P1169,Structural Work,2026-01-02,,In Progress,,On Time
M5924,P1169,Final Handover,2026-03-21,2026-03-31,Completed,10.0,Minor Delay
M5925,P1169,Testing,2026-06-06,,Completed,,On Time
M5926,P1169,Design Approval,2026-08-23,2026-09-02,Completed,10.0,Minor Delay
M5927,P1169,Land Acquisition,2026-11-08,,In Progress,,On Time
M5928,P1170,Land Acquisition,2023-06-14,2023-08-05,Delayed,52.0,Extreme Delay
M5929,P1170,Testing,2023-09-04,2023-09-09,Completed,5.0,On Time
M5930,P1170,Major Construction,,2024-02-04,Delayed,,On Time
M5931,P1170,Safety Inspection,2024-02-15,2024-02-15,Delayed,0.0,On Time
M5932,P1170,Foundation,2024-05-07,,Pending,,On Time
M5933,P1171,Major Construction,2023-01-23,2023-02-02,Completed,10.0,Minor Delay
M5934,P1171,Land Acquisition,2023-04-15,2023-04-15,Completed,0.0,On Time
M5935,P1171,Structural Work,2023-07-05,2023-07-07,Completed,2.0,On Time
M5936,P1171,Final Handover,2023-09-25,2023-09-25,Delayed,0.0,On Time
M5937,P1172,Safety Inspection,2025-03-30,,Not Started,,On Time
M5938,P1172,Design Approval,2025-08-10,,Not Started,,On Time
M5939,P1172,Structural Work,2025-12-21,2025-12-23,Delayed,2.0,On Time
M5940,P1172,Foundation,2026-05-03,2026-05-08,Completed,5.0,On Time
M5941,P1173,Testing,2022-07-08,2022-07-18,Delayed,10.0,Minor Delay
M5942,P1173,Foundation,2022-10-12,2022-10-17,Completed,5.0,On Time
M5943,P1173,Safety Inspection,2023-01-16,2023-01-26,Delayed,10.0,Minor Delay
M5944,P1173,Structural Work,2023-04-22,2023-05-12,Completed,20.0,Minor Delay
M5945,P1173,Land Acquisition,2023-07-27,2023-08-01,Delayed,5.0,On Time
M5946,P1173,Major Construction,2023-10-31,2023-11-20,Completed,20.0,Minor Delay
M5947,P1174,Safety Inspection,2023-04-02,,In Progress,,On Time
M5948,P1174,Land Acquisition,2023-09-28,2023-10-18,Delayed,20.0,Minor Delay
M5949,P1174,Final Handover,2024-03-25,,Pending,,On Time
M5950,P1174,Structural Work,2024-09-20,2024-11-19,Delayed,60.0,Extreme Delay
M5951,P1175,Final Handover,2022-10-30,,In Progress,,On Time
M5952,P1175,Land Acquisition,2022-12-29,2023-02-27,Completed,60.0,Extreme Delay
M5953,P1175,Foundation,2023-02-27,2023-03-04,Delayed,5.0,On Time
M5954,P1175,Major Construction,2023-04-29,2023-06-03,Completed,35.0,Major Delay
M5955,P1175,Testing,2023-06-28,2023-07-08,Completed,10.0,Minor Delay
M5956,P1175,Design Approval,2023-08-27,2023-10-26,Completed,60.0,Extreme Delay
M5957,P1176,Design Approval,2025-04-14,,Not Started,,On Time
M5958,P1176,Major Construction,2025-07-07,,Not Started,,On Time
M5959,P1176,Testing,2025-09-29,,In Progress,,On Time
M5960,P1176,Foundation,2025-12-23,,Completed,,On Time
M5961,P1176,Structural Work,2026-03-17,,Pending,,On Time
M5962,P1176,Safety Inspection,2026-06-09,,Pending,,On Time
M5963,P1176,Final Handover,2026-09-01,2026-10-06,Completed,35.0,Major Delay
M5964,P1177,Foundation,2025-07-19,2025-07-24,Completed,5.0,On Time
M5965,P1177,Land Acquisition,2025-08-25,2025-09-14,Completed,20.0,Minor Delay
M5966,P1177,Final Handover,2025-09-30,2025-11-29,Completed,60.0,Extreme Delay
M5967,P1177,Testing,2025-11-06,2025-11-26,Completed,20.0,Minor Delay
M5968,P1177,Structural Work,2025-12-12,2026-02-10,Completed,60.0,Extreme Delay
M5969,P1177,Major Construction,2026-01-18,2026-02-22,Completed,35.0,Major Delay
M5970,P1178,Testing,2023-08-16,2023-09-05,Completed,20.0,Minor Delay
M5971,P1178,Land Acquisition,2023-12-07,2023-12-17,Delayed,10.0,Minor Delay
M5972,P1178,Major Construction,2024-03-29,2024-03-31,Completed,2.0,On Time
M5973,P1178,Final Handover,2024-07-20,2024-08-09,Completed,20.0,Minor Delay
M5974,P1178,Foundation,2024-11-10,2025-01-09,Completed,60.0,Extreme Delay
M5975,p1178,Safety Inspection,2025-03-03,2025-03-03,Completed,0.0,On Time
M5976,P1179,Land Acquisition,2023-03-22,2023-04-01,Completed,10.0,Minor Delay
M5977,P1179,Structural Work,2023-08-22,2023-08-27,Completed,5.0,On Time
M5978,P1179,Foundation,2024-01-22,,Pending,,On Time
M5979,P1179,Testing,2024-06-22,2024-08-21,Completed,60.0,Extreme Delay
M5980,P1179,Major Construction,2024-11-22,,In Progress,,On Time
M5981,P1180,Structural Work,2022-07-14,2022-09-12,Delayed,60.0,Extreme Delay
M5982,P1180,Design Approval,2022-10-21,,Pending,,On Time
M5983,P1180,Land Acquisition,2023-01-28,2023-01-28,Completed,0.0,On Time
M5984,P1180,Final Handover,2023-05-06,2023-05-11,Completed,5.0,On Time
M5985,P1180,Testing,2023-08-13,2023-09-17,Completed,35.0,Major Delay
M5986,P1181,Design Approval,2023-11-24,,Pending,,On Time
M5987,P1181,Major Construction,2024-02-09,2024-02-27,Delayed,18.0,Minor Delay
M5988,P1181,Final Handover,2024-04-27,2024-06-26,Completed,60.0,Extreme Delay
M5989,P1181,,2024-07-13,,In Progress,,On Time
M5990,P1182,Foundation,2024-10-06,2024-10-06,Completed,0.0,On Time
M5991,P1182,Safety Inspection,2025-01-02,2025-02-06,Completed,35.0,Major Delay
M5992,P1182,Major Construction,2025-04-01,2025-04-03,Completed,2.0,On Time
M5993,P1182,Testing,2025-06-28,2025-06-28,Completed,0.0,On Time
M5994,P1182,Design Approval,2025-09-25,2025-11-24,Delayed,60.0,Extreme Delay
M5995,P1182,Final Handover,2025-12-22,2026-01-11,Completed,20.0,Minor Delay
M5996,P1183,Design Approval,2024-01-20,2024-03-20,Completed,60.0,Extreme Delay
M5997,P1183,Final Handover,2024-03-29,2024-03-29,Completed,0.0,On Time
M5998,P1183,Foundation,2024-06-06,2024-06-11,Completed,5.0,On Time
M5999,P1183,Structural Work,2024-08-14,,Pending,,On Time
M6000,P1183,Major Construction,2024-10-21,2024-10-31,,10.0,Minor Delay
M6001,P1183,Land Acquisition,2024-12-29,2025-01-08,Completed,10.0,Minor Delay
M6002,P1183,Testing,2025-03-08,,In Progress,,On Time
M6003,P1184,Safety Inspection,2025-05-09,,In Progress,,On Time
M6004,P1184,Foundation,2025-08-12,,In Progress,,On Time
M6005,P1184,Structural Work,2025-11-15,2025-12-20,Delayed,35.0,Major Delay
M6006,P1184,Design Approval,2026-02-18,2026-04-24,Delayed,65.0,Extreme Delay
M6007,P1184,Land Acquisition,2026-05-24,2026-06-28,Completed,35.0,Major Delay
M6008,P1185,Foundation,2024-01-15,,Not Started,,On Time
M6009,P1185,Structural Work,2024-04-14,,Pending,,On Time
M6010,P1185,Safety Inspection,2024-07-12,2024-07-14,Completed,2.0,On Time
M6011,P1185,Major Construction,2024-10-10,2024-12-09,Delayed,60.0,Extreme Delay
M6012,P1186,Structural Work,2023-06-01,2023-07-06,Completed,35.0,Major Delay
M6013,P1186,Safety Inspection,2023-09-24,2023-11-23,Delayed,60.0,Extreme Delay
M6014,P1186,Final Handover,2024-01-18,2024-02-22,,35.0,Major Delay
M6015,P1186,Testing,2024-05-12,2024-06-01,Completed,20.0,Minor Delay
M6016,P1187,Final Handover,2024-02-29,2024-04-04,Completed,35.0,Major Delay
M6017,P1187,Land Acquisition,2024-05-08,2024-06-12,Completed,35.0,Major Delay
M6018,P1187,Safety Inspection,2024-07-16,2024-07-26,Completed,10.0,Minor Delay
M6019,P1187,Foundation,2024-09-23,2024-10-03,Completed,10.0,Minor Delay
M6020,P1187,Structural Work,2024-12-01,2024-12-21,Completed,20.0,Minor Delay
M6021,P1188,Final Handover,2022-05-26,2022-06-05,Delayed,10.0,Minor Delay
M6022,P1188,,2022-10-05,2022-10-25,Completed,20.0,Minor Delay
M6023,P1188,Structural Work,2023-02-15,2023-03-07,Completed,20.0,Minor Delay
M6024,P1188,Design Approval,2023-06-27,2023-06-27,Delayed,0.0,On Time
M6025,P1189,Safety Inspection,2022-03-23,2022-03-23,Completed,0.0,On Time
M6026,P1189,Structural Work,2022-05-11,2022-06-15,Completed,35.0,Major Delay
M6027,P1189,Foundation,2022-06-29,,Pending,,On Time
M6028,P1189,Final Handover,2022-08-17,2022-08-19,Completed,2.0,On Time
M6029,P1190,Final Handover,2022-10-22,2022-12-21,Completed,60.0,Extreme Delay
M6030,P1190,Safety Inspection,2023-01-27,2023-02-06,Completed,10.0,Minor Delay
M6031,P1190,Land Acquisition,2023-05-04,2023-05-14,Completed,10.0,Minor Delay
M6032,P1190,Major Construction,2023-08-09,2023-08-14,Completed,5.0,On Time
M6033,P1190,Structural Work,2023-11-14,2023-12-04,Completed,20.0,Minor Delay
M6034,P1190,,2024-02-19,2024-02-24,Completed,5.0,On Time
M6035,P1190,Design Approval,2024-05-26,2024-06-15,Completed,20.0,Minor Delay
M6036,P1191,Safety Inspection,2023-07-20,2023-08-24,Completed,35.0,Major Delay
M6037,P1191,Land Acquisition,2023-09-25,2023-10-30,Completed,35.0,Major Delay
M6038,P1191,Structural Work,2023-12-01,2024-01-05,Completed,35.0,Major Delay
M6039,P1191,Foundation,2024-02-07,2024-02-07,Completed,0.0,On Time
M6040,P1191,Major Construction,2024-04-14,2024-05-04,Completed,20.0,Minor Delay
M6041,p1191,Design Approval,2024-06-20,2024-07-25,Delayed,35.0,Major Delay
M6042,P1192,Major Construction,2022-03-12,2022-03-17,Completed,5.0,On Time
M6043,P1192,Land Acquisition,2022-05-03,2022-05-03,Completed,0.0,On Time
M6044,P1192,Testing,2022-06-24,2022-07-14,Completed,20.0,Minor Delay
M6045,P1192,Structural Work,2022-08-15,2022-08-20,Completed,5.0,On Time
M6046,P1192,Safety Inspection,2022-10-06,2022-10-08,Delayed,2.0,On Time
M6047,P1192,Design Approval,2022-11-27,2023-01-26,Completed,60.0,Extreme Delay
M6048,P1192,Foundation,2023-01-18,2023-02-07,Completed,20.0,Minor Delay
M6049,P1193,Major Construction,2026-03-15,,Pending,,On Time
M6050,P1193,Land Acquisition,2026-07-10,,Not Started,,On Time
M6051,P1193,Foundation,2026-11-04,2026-11-09,Completed,5.0,On Time
M6052,P1193,Final Handover,2027-03-01,2027-04-30,Delayed,60.0,Extreme Delay
M6053,P1193,Structural Work,2027-06-26,2027-07-01,Completed,5.0,On Time
M6054,P1193,Safety Inspection,2027-10-21,,In Progress,,On Time
M6055,P1194,Safety Inspection,2025-06-11,2025-07-01,Delayed,20.0,Minor Delay
M6056,P1194,Testing,2025-08-05,2025-09-12,Delayed,38.0,Major Delay
M6057,P1194,Major Construction,2025-09-29,,Not Started,,On Time
M6058,P1194,Foundation,2025-11-24,2026-01-01,Delayed,38.0,Major Delay
M6059,P1194,Design Approval,2026-01-18,2026-03-01,Delayed,42.0,Extreme Delay
M6060,P1194,Structural Work,2026-03-14,2026-05-27,Delayed,74.0,Extreme Delay
M6061,P1195,,2023-02-26,2023-02-28,Completed,2.0,On Time
M6062,P1195,Major Construction,2023-07-11,2023-09-02,Delayed,53.0,Extreme Delay
M6063,P1195,Testing,2023-11-23,,In Progress,,On Time
