Payment_ID,Project_ID,Payment_Date,Amount_Cr,Payment_Status,Payment_Year,Payment_Month
PAY20810,P1122,2023-10-19,4.94,On Hold,2023.0,10.0
PAY20811,P1122,2022-10-20,14.24,Approved,2022.0,10.0
PAY20812,P1122,2023-12-27,14.27,Pending,2023.0,12.0
PAY20813,P1122,2023-04-10,7.07,Paid,2023.0,4.0
PAY20814,P1122,2023-05-01,5.86,Approved,2023.0,5.0
PAY20815,P1122,2023-06-28,1.19,Pending,2023.0,6.0
PAY20816,,2023-08-30,3.12,Partially Paid,2023.0,8.0
PAY20817,P1123,2023-06-20,1.27,Pending,2023.0,6.0
PAY20818,P1123,2023-12-02,8.05,On Hold,2023.0,12.0
PAY20819,P1123,2022-09-06,2.36,Approved,2022.0,9.0
PAY20820,P1124,2022-06-15,10.35,Partially Paid,2022.0,6.0
PAY20821,P1124,2023-01-09,8.13,On Hold,2023.0,1.0
PAY20822,P1124,2023-04-22,2.76,Approved,2023.0,4.0
PAY20823,P1125,2023-01-11,2.37,Paid,2023.0,1.0
PAY20824,P1125,2024-11-02,3.7,Partially Paid,2024.0,11.0
PAY20825,P1125,2022-12-06,8.55,Partially Paid,2022.0,12.0
PAY20826,P1125,2024-07-05,2.01,Pending,2024.0,7.0
PAY20827,P1125,2024-09-06,0.77,On Hold,2024.0,9.0
PAY20828,P1125,2023-02-16,0.54,Partially Paid,2023.0,2.0
PAY20829,P1125,2024-07-10,9.76,Approved,2024.0,7.0
PAY20830,P1125,2024-11-04,9.34,Partially Paid,2024.0,11.0
PAY20831,P1126,2026-10-19,7.49,Approved,2026.0,10.0
PAY20832,P1126,2025-11-07,14.71,Partially Paid,2025.0,11.0
PAY20833,P1126,2026-03-24,13.81,Pending,2026.0,3.0
PAY20834,P1126,2026-02-27,8.16,Approved,2026.0,2.0
PAY20835,P1126,2025-07-06,2.38,Pending,2025.0,7.0
PAY20836,P1126,2025-12-21,14.99,Pending,2025.0,12.0
PAY20837,P1127,2025-11-09,6.62,Approved,2025.0,11.0
PAY20838,P1127,2026-01-11,0.88,Partially Paid,2026.0,1.0
PAY20839,P1127,2026-08-03,12.81,Partially Paid,2026.0,8.0
PAY20840,P1127,2026-01-02,12.64,Approved,2026.0,1.0
PAY20841,P1127,2026-02-13,14.14,Partially Paid,2026.0,2.0
PAY20842,P1127,2026-05-31,7.04,Partially Paid,2026.0,5.0
PAY20843,P1127,2026-06-14,14.3,Partially Paid,2026.0,6.0
PAY20844,p1127,2026-05-04,5.23,Partially Paid,2026.0,5.0
PAY20845,P1128,2025-09-26,3.29,Pending,2025.0,9.0
PAY20846,P1128,2024-10-14,8.63,On Hold,2024.0,10.0
PAY20847,P1128,2025-04-09,13.53,On Hold,2025.0,4.0
PAY20848,P1128,2025-05-25,5.78,Approved,2025.0,5.0
PAY20849,P1128,2024-11-06,6.04,Partially Paid,2024.0,11.0
PAY20850,P1129,2025-07-30,9.87,Approved,2025.0,7.0
PAY20851,P1129,2025-10-21,6.33,Pending,2025.0,10.0
PAY20852,P1129,2024-08-31,5.23,Pending,2024.0,8.0
PAY20853,P1129,2025-11-27,5.92,On Hold,2025.0,11.0
PAY20854,P1130,2024-10-10,14.16,Paid,2024.0,10.0
PAY20855,P1130,2025-02-18,3.3,On Hold,2025.0,2.0
PAY20856,P1130,2025-02-11,2.79,On Hold,2025.0,2.0
PAY20857,P1130,2025-03-09,2.55,Partially Paid,2025.0,3.0
PAY20858,P1130,2025-01-19,11.78,Pending,2025.0,1.0
PAY20859,P1130,2024-10-02,6.32,Partially Paid,2024.0,10.0
PAY20860,P1130,2024-10-26,13.05,Pending,2024.0,10.0
PAY20861,P1130,2025-03-08,13.99,Approved,2025.0,3.0
PAY20862,P1130,2025-01-28,14.01,On Hold,2025.0,1.0
PAY20863,P1131,2026-08-28,1.68,Paid,2026.0,8.0
PAY20864,P1131,2025-10-29,0.57,Paid,2025.0,10.0
PAY20865,P1131,2026-03-04,12.83,Approved,2026.0,3.0
PAY20866,P1132,2023-09-12,11.22,Pending,2023.0,9.0
PAY20867,P1132,2023-12-28,12.65,Approved,2023.0,12.0
PAY20868,P1132,2024-11-16,13.66,On Hold,2024.0,11.0
PAY20869,P1132,2024-05-19,7.26,Pending,2024.0,5.0
PAY20870,P1132,2023-12-10,4.72,On Hold,2023.0,12.0
PAY20871,P1132,2023-07-30,13.54,Pending,2023.0,7.0
PAY20872,P1132,2023-08-03,6.37,On Hold,2023.0,8.0
PAY20873,P1132,2024-11-11,6.29,On Hold,2024.0,11.0
PAY20874,P1133,2024-04-10,10.43,Pending,2024.0,4.0
PAY20875,P1133,2024-01-16,10.04,Pending,2024.0,1.0
PAY20876,P1133,2024-07-03,1.68,Paid,2024.0,7.0
PAY20877,P1133,2024-01-27,13.23,Partially Paid,2024.0,1.0
PAY20878,P1133,2024-05-31,7.28,Paid,2024.0,5.0
PAY20879,P1133,2024-09-14,10.4,Approved,2024.0,9.0
PAY20880,P1133,2024-07-01,8.88,Pending,2024.0,7.0
PAY20881,P1133,2024-07-05,13.44,Partially Paid,2024.0,7.0
PAY20882,P1133,2024-09-04,5.32,Approved,2024.0,9.0
PAY20883,P1133,2024-01-01,13.33,Paid,2024.0,1.0
PAY20884,P1134,2025-11-28,9.45,Partially Paid,2025.0,11.0
PAY20885,P1134,2025-12-13,1.89,Pending,2025.0,12.0
PAY20886,P1134,2027-04-23,4.98,Paid,2027.0,4.0
PAY20887,P1134,2026-07-11,9.14,Partially Paid,2026.0,7.0
PAY20888,P1134,2025-07-29,9.42,On Hold,2025.0,7.0
PAY20889,P1135,2026-05-11,5.64,Approved,2026.0,5.0
PAY20890,P1135,2026-06-03,7.82,On Hold,2026.0,6.0
PAY20891,,2025-12-13,7.47,Pending,2025.0,12.0
PAY20892,P1135,2026-01-11,9.83,Approved,2026.0,1.0
PAY20893,P1135,2026-08-15,6.87,Partially Paid,2026.0,8.0
PAY20894,P1135,2026-10-30,0.85,Partially Paid,2026.0,10.0
PAY20895,P1135,2026-02-09,5.16,Paid,2026.0,2.0
PAY20896,P1135,2026-04-01,13.11,On Hold,2026.0,4.0
PAY20897,P1135,2025-11-29,11.09,Paid,2025.0,11.0
PAY20898,P1136,2025-03-24,3.19,Partially Paid,2025.0,3.0
PAY20899,P1136,2025-03-24,5.98,Approved,2025.0,3.0
PAY20900,P1136,2025-03-19,5.2,On Hold,2025.0,3.0
PAY20901,P1136,2025-05-08,6.26,Approved,2025.0,5.0
PAY20902,P1136,2024-07-13,14.16,Approved,2024.0,7.0
PAY20903,P1136,,3.1,Approved,,
PAY20904,P1136,2024-11-28,1.48,Partially Paid,2024.0,11.0
PAY20905,P1137,2026-10-01,13.72,On Hold,2026.0,10.0
PAY20906,P1137,2025-03-14,0.59,Pending,2025.0,3.0
PAY20907,P1137,,3.83,Pending,,
PAY20908,P1137,2025-12-05,1.21,On Hold,2025.0,12.0
PAY20909,P1138,2022-09-28,12.99,Paid,2022.0,9.0
PAY20910,P1138,2022-07-14,11.11,Approved,2022.0,7.0
PAY20911,P1138,2024-03-24,1.29,On Hold,2024.0,3.0
PAY20912,P1138,2024-04-02,14.49,Partially Paid,2024.0,4.0
PAY20913,P1138,2024-04-07,13.13,Paid,2024.0,4.0
PAY20914,P1138,2024-03-19,2.05,Pending,2024.0,3.0
PAY20915,P1139,2023-12-09,2.99,Paid,2023.0,12.0
PAY20916,P1139,2023-09-20,6.64,Pending,2023.0,9.0
PAY20917,P1139,2024-04-19,0.99,Paid,2024.0,4.0
PAY20918,P1139,2024-10-17,4.98,On Hold,2024.0,10.0
PAY20919,P1139,2024-04-01,7.27,Pending,2024.0,4.0
PAY20920,P1139,2025-02-05,9.18,Pending,2025.0,2.0
PAY20921,P1140,2023-01-13,11.04,On Hold,2023.0,1.0
PAY20922,P1140,2022-05-26,6.78,On Hold,2022.0,5.0
PAY20923,P1140,2022-03-31,1.42,Pending,2022.0,3.0
PAY20924,P1140,2022-12-19,2.37,On Hold,2022.0,12.0
PAY20925,P1140,2022-10-04,10.57,Paid,2022.0,10.0
PAY20926,P1140,2022-10-03,3.01,Approved,2022.0,10.0
PAY20927,P1140,2022-11-13,2.65,On Hold,2022.0,11.0
PAY20928,P1140,2023-01-22,9.12,On Hold,2023.0,1.0
PAY20929,P1140,2023-01-11,3.47,Approved,2023.0,1.0
PAY20930,P1140,2023-03-13,11.1,On Hold,2023.0,3.0
PAY20931,P1141,2026-03-19,13.39,Approved,2026.0,3.0
PAY20932,P1141,2025-03-02,11.38,Paid,2025.0,3.0
PAY20933,P1141,2024-07-20,1.18,Approved,2024.0,7.0
PAY20934,P1142,2025-07-03,1.43,Partially Paid,2025.0,7.0
PAY20935,P1142,2024-12-01,14.66,,2024.0,12.0
PAY20936,P1142,2025-05-07,8.93,Approved,2025.0,5.0
PAY20937,P1143,2024-10-11,4.12,Approved,2024.0,10.0
PAY20938,P1143,2024-06-12,5.53,Partially Paid,2024.0,6.0
PAY20939,P1143,2024-03-22,7.62,Partially Paid,2024.0,3.0
PAY20940,P1143,2024-01-23,8.3,Pending,2024.0,1.0
PAY20941,P1144,2027-03-25,2.77,,2027.0,3.0
PAY20942,P1144,2026-09-24,7.11,Partially Paid,2026.0,9.0
PAY20943,P1144,2026-06-29,13.87,Partially Paid,2026.0,6.0
PAY20944,P1144,2026-11-18,13.06,Partially Paid,2026.0,11.0
PAY20945,P1144,2026-11-07,2.5,Partially Paid,2026.0,11.0
PAY20946,P1144,2026-10-04,14.26,Pending,2026.0,10.0
PAY20947,P1145,2026-08-13,14.85,Pending,2026.0,8.0
PAY20948,P1145,2026-09-01,5.64,Partially Paid,2026.0,9.0
PAY20949,P1145,2027-10-07,12.31,Pending,2027.0,10.0
PAY20950,P1145,2025-12-20,9.0,Pending,2025.0,12.0
PAY20951,P1145,2026-02-26,1.65,Partially Paid,2026.0,2.0
PAY20952,P1145,2026-11-14,2.46,Approved,2026.0,11.0
PAY20953,P1145,2026-02-06,0.57,Partially Paid,2026.0,2.0
PAY20954,P1145,,4.73,On Hold,,
PAY20955,P1146,2022-09-26,3.05,On Hold,2022.0,9.0
PAY20956,P1146,2023-06-07,7.61,Partially Paid,2023.0,6.0
PAY20957,P1146,2022-08-22,7.44,Paid,2022.0,8.0
PAY20958,P1146,2022-11-29,14.43,Paid,2022.0,11.0
PAY20959,P1146,2022-11-14,10.66,On Hold,2022.0,11.0
PAY20960,P1146,2022-10-28,2.34,On Hold,2022.0,10.0
PAY20961,P1146,2023-02-10,12.1,Partially Paid,2023.0,2.0
PAY20962,P1147,2024-03-12,14.36,Pending,2024.0,3.0
PAY20963,P1147,2025-02-08,9.55,On Hold,2025.0,2.0
PAY20964,P1147,2025-05-12,9.27,On Hold,2025.0,5.0
PAY20965,P1147,2024-07-09,8.06,Approved,2024.0,7.0
PAY20966,P1147,2025-03-16,12.16,Pending,2025.0,3.0
PAY20967,P1147,2025-03-12,8.59,Partially Paid,2025.0,3.0
PAY20968,P1147,2024-05-02,0.51,Approved,2024.0,5.0
PAY20969,P1147,2025-04-30,3.88,Approved,2025.0,4.0
PAY20970,P1147,2026-02-01,3.69,Approved,2026.0,2.0
PAY20971,p1147,2025-12-08,13.76,Partially Paid,2025.0,12.0
PAY20972,P1148,2025-06-22,5.28,Approved,2025.0,6.0
PAY20973,P1148,2025-11-16,3.12,Pending,2025.0,11.0
PAY20974,P1148,,11.78,On Hold,,
PAY20975,P1148,2024-07-23,10.69,On Hold,2024.0,7.0
PAY20976,P1148,2024-07-31,12.25,Pending,2024.0,7.0
PAY20977,P1148,2025-04-15,8.56,Paid,2025.0,4.0
PAY20978,P1148,2024-10-17,7.79,Paid,2024.0,10.0
PAY20979,P1149,2024-06-26,2.44,Approved,2024.0,6.0
PAY20980,P1149,2023-07-19,8.06,Partially Paid,2023.0,7.0
PAY20981,P1149,2024-04-11,13.53,Approved,2024.0,4.0
PAY20982,P1149,2023-07-12,6.88,,2023.0,7.0
PAY20983,P1149,2024-07-17,11.61,Pending,2024.0,7.0
PAY20984,P1149,2023-12-11,12.75,Paid,2023.0,12.0
PAY20985,P1149,2024-02-05,3.89,Paid,2024.0,2.0
PAY20986,P1149,2023-11-22,5.5,On Hold,2023.0,11.0
PAY20987,P1149,2024-02-10,8.54,Approved,2024.0,2.0
PAY20988,P1150,2023-07-07,14.78,On Hold,2023.0,7.0
PAY20989,P1150,2024-01-27,8.16,Pending,2024.0,1.0
PAY20990,P1150,2024-02-16,9.06,Paid,2024.0,2.0
PAY20991,P1150,2023-04-01,11.07,Pending,2023.0,4.0
PAY20992,P1150,2023-07-27,12.03,Approved,2023.0,7.0
PAY20993,P1150,2023-03-08,11.91,Partially Paid,2023.0,3.0
PAY20994,P1150,2023-10-25,12.32,,2023.0,10.0
PAY20995,P1150,2023-04-02,4.1,Pending,2023.0,4.0
PAY20996,P1151,2024-09-04,0.68,Partially Paid,2024.0,9.0
PAY20997,P1151,2024-10-29,5.69,Pending,2024.0,10.0
PAY20998,P1151,2025-11-10,9.48,On Hold,2025.0,11.0
PAY20999,P1151,2025-01-17,9.01,Approved,2025.0,1.0
PAY21000,P1151,2024-11-28,14.07,Partially Paid,2024.0,11.0
PAY21001,P1151,2025-05-19,3.17,On Hold,2025.0,5.0
PAY21002,P1151,2025-11-17,4.45,On Hold,2025.0,11.0
PAY21003,P1152,2026-05-13,14.35,Paid,2026.0,5.0
PAY21004,P1152,2025-08-09,13.05,On Hold,2025.0,8.0
PAY21005,P1152,2026-10-18,5.69,Approved,2026.0,10.0
PAY21006,P1152,,8.36,Partially Paid,,
PAY21007,P1152,2027-04-09,5.03,Pending,2027.0,4.0
PAY21008,P1153,2024-09-22,12.58,Paid,2024.0,9.0
PAY21009,P1153,2024-10-08,4.42,On Hold,2024.0,10.0
PAY21010,,2024-08-31,0.83,On Hold,2024.0,8.0
PAY21011,P1153,2023-12-12,10.91,Pending,2023.0,12.0
PAY21012,P1153,2024-07-25,1.19,Paid,2024.0,7.0
PAY21013,P1153,2024-01-24,2.49,On Hold,2024.0,1.0
PAY21014,P1153,2024-02-05,14.12,Pending,2024.0,2.0
PAY21015,P1153,2023-12-31,11.38,Approved,2023.0,12.0
PAY21016,P1154,2025-12-21,6.34,Paid,2025.0,12.0
PAY21017,P1154,2026-07-20,6.16,Paid,2026.0,7.0
PAY21018,P1154,2026-08-05,6.39,Partially Paid,2026.0,8.0
PAY21019,P1154,2026-01-28,8.33,Paid,2026.0,1.0
PAY21020,P1154,2026-02-24,6.87,Paid,2026.0,2.0
PAY21021,P1154,2026-03-23,3.6,Paid,2026.0,3.0
PAY21022,P1154,2026-08-22,0.61,Pending,2026.0,8.0
PAY21023,P1154,2026-07-13,0.88,Pending,2026.0,7.0
PAY21024,P1155,2025-10-13,14.33,Pending,2025.0,10.0
PAY21025,P1155,2026-10-04,4.96,Partially Paid,2026.0,10.0
PAY21026,P1155,2027-02-18,10.14,Paid,2027.0,2.0
PAY21027,P1155,2026-10-14,11.54,Partially Paid,2026.0,10.0
PAY21028,P1155,2025-06-03,10.13,Partially Paid,2025.0,6.0
PAY21029,P1155,2026-11-24,1.25,Pending,2026.0,11.0
PAY21030,P1156,2024-09-20,3.64,Partially Paid,2024.0,9.0
PAY21031,P1156,2024-06-09,5.4,Paid,2024.0,6.0
PAY21032,P1156,2025-03-30,13.25,On Hold,2025.0,3.0
PAY21033,P1157,2026-05-04,3.39,On Hold,2026.0,5.0
PAY21034,P1157,2025-03-31,13.75,On Hold,2025.0,3.0
PAY21035,P1157,2026-01-06,4.17,Approved,2026.0,1.0
PAY21036,P1157,2026-08-29,5.98,Pending,2026.0,8.0
PAY21037,P1157,2025-12-11,5.18,Approved,2025.0,12.0
PAY21038,P1158,2023-09-17,2.01,Approved,2023.0,9.0
PAY21039,P1158,2023-10-17,0.68,On Hold,2023.0,10.0
PAY21040,P1158,2024-01-27,10.16,Partially Paid,2024.0,1.0
PAY21041,P1158,,2.98,Paid,,
PAY21042,P1158,2023-09-14,12.12,Pending,2023.0,9.0
PAY21043,P1158,2023-06-10,11.46,Approved,2023.0,6.0
PAY21044,P1158,2024-04-29,10.42,Pending,2024.0,4.0
PAY21045,P1159,2025-01-18,7.09,Pending,2025.0,1.0
PAY21046,P1159,,13.38,Approved,,
PAY21047,P1159,2024-08-24,7.79,Approved,2024.0,8.0
PAY21048,P1159,2024-01-27,3.44,Pending,2024.0,1.0
PAY21049,P1159,2024-12-21,3.29,Partially Paid,2024.0,12.0
PAY21050,P1159,2026-01-21,5.08,Partially Paid,2026.0,1.0
PAY21051,P1159,2025-09-22,11.37,Partially Paid,2025.0,9.0
PAY21052,P1160,2024-06-25,9.05,Pending,2024.0,6.0
PAY21053,P1160,2023-10-21,9.34,Paid,2023.0,10.0
PAY21054,P1160,2023-09-27,9.38,Paid,2023.0,9.0
PAY21055,P1160,2024-01-30,13.97,Approved,2024.0,1.0
PAY21056,P1160,,5.88,On Hold,,
PAY21057,P1160,2023-12-02,1.68,Approved,2023.0,12.0
PAY21058,P1160,2023-12-31,9.78,Partially Paid,2023.0,12.0
PAY21059,P1160,2024-03-20,1.37,Partially Paid,2024.0,3.0
PAY21060,P1160,2023-09-23,4.64,Paid,2023.0,9.0
PAY21061,P1160,2023-11-12,4.71,Approved,2023.0,11.0
PAY21062,P1161,2026-02-08,2.02,Paid,2026.0,2.0
PAY21063,P1161,2026-11-13,2.83,Paid,2026.0,11.0
PAY21064,P1161,2025-10-10,10.94,Partially Paid,2025.0,10.0
PAY21065,P1161,2027-02-27,10.5,Approved,2027.0,2.0
PAY21066,P1161,2026-04-16,0.58,On Hold,2026.0,4.0
PAY21067,P1161,2026-11-17,1.18,Pending,2026.0,11.0
PAY21068,P1161,2026-02-19,1.21,Partially Paid,2026.0,2.0
PAY21069,P1161,2025-08-13,0.8,Partially Paid,2025.0,8.0
PAY21070,P1161,2026-11-02,6.33,Paid,2026.0,11.0
PAY21071,P1161,2027-02-24,13.49,Paid,2027.0,2.0
PAY21072,P1162,2023-05-08,4.4,Partially Paid,2023.0,5.0
PAY21073,P1162,2022-12-29,12.08,Paid,2022.0,12.0
PAY21074,P1162,2023-04-28,4.26,Pending,2023.0,4.0
PAY21075,P1162,2023-01-07,10.42,Paid,2023.0,1.0
PAY21076,P1162,2023-04-23,0.9,On Hold,2023.0,4.0
PAY21077,P1162,2023-06-09,12.89,On Hold,2023.0,6.0
PAY21078,P1162,2023-05-06,7.46,Pending,2023.0,5.0
PAY21079,P1163,2022-10-25,5.62,On Hold,2022.0,10.0
PAY21080,P1163,2022-12-06,6.98,Partially Paid,2022.0,12.0
PAY21081,P1163,2023-03-06,2.67,Approved,2023.0,3.0
PAY21082,P1164,2025-04-23,11.09,Approved,2025.0,4.0
PAY21083,P1164,2025-06-06,2.82,Partially Paid,2025.0,6.0
PAY21084,P1164,2025-05-19,7.15,Approved,2025.0,5.0
PAY21085,P1164,2025-12-07,4.56,Partially Paid,2025.0,12.0
PAY21086,P1164,2025-10-21,8.25,Approved,2025.0,10.0
PAY21087,P1165,2025-04-06,9.13,Pending,2025.0,4.0
PAY21088,P1165,2025-12-14,13.89,Partially Paid,2025.0,12.0
PAY21089,P1165,2026-04-14,11.37,Pending,2026.0,4.0
PAY21090,P1165,2025-02-20,5.32,Pending,2025.0,2.0
PAY21091,P1165,2026-09-13,5.29,Pending,2026.0,9.0
PAY21092,P1165,2026-08-18,2.31,Pending,2026.0,8.0
PAY21093,P1165,2026-12-18,6.1,Partially Paid,2026.0,12.0
PAY21094,P1165,2025-05-02,14.86,On Hold,2025.0,5.0
PAY21095,P1165,2025-02-19,7.91,On Hold,2025.0,2.0
PAY21096,P1166,2022-11-15,14.03,Pending,2022.0,11.0
PAY21097,P1166,2022-10-18,10.34,Approved,2022.0,10.0
PAY21098,P1166,2023-07-13,1.97,Approved,2023.0,7.0
PAY21099,P1167,2023-05-08,9.94,Partially Paid,2023.0,5.0
PAY21100,P1167,2022-12-04,8.76,Partially Paid,2022.0,12.0
PAY21101,P1167,2023-08-01,11.34,Paid,2023.0,8.0
PAY21102,P1167,2022-12-07,9.7,Partially Paid,2022.0,12.0
PAY21103,P1167,2022-11-01,12.56,Pending,2022.0,11.0
PAY21104,P1167,2023-08-15,0.26,On Hold,2023.0,8.0
PAY21105,P1167,2022-10-08,7.55,Paid,2022.0,10.0
PAY21106,P1167,2023-08-04,14.26,Pending,2023.0,8.0
PAY21107,P1167,2023-09-04,6.24,Pending,2023.0,9.0
PAY21108,P1168,2025-11-12,3.07,Paid,2025.0,11.0
PAY21109,P1168,2025-04-25,4.61,Pending,2025.0,4.0
PAY21110,P1168,2025-06-04,12.46,Paid,2025.0,6.0
PAY21111,P1168,2025-05-05,3.99,Paid,2025.0,5.0
PAY21112,P1169,2026-09-01,10.01,Paid,2026.0,9.0
PAY21113,P1169,2026-07-04,5.31,Approved,2026.0,7.0
PAY21114,P1169,2026-04-01,4.73,On Hold,2026.0,4.0
PAY21115,P1169,2027-01-02,9.62,On Hold,2027.0,1.0
PAY21116,P1169,2025-10-12,10.27,Paid,2025.0,10.0
PAY21117,P1169,2027-01-24,4.96,Paid,2027.0,1.0
PAY21118,P1169,2026-05-19,10.58,Partially Paid,2026.0,5.0
PAY21119,P1169,2025-12-09,6.48,On Hold,2025.0,12.0
PAY21120,P1169,2026-08-25,14.25,Partially Paid,2026.0,8.0
PAY21121,P1170,2023-11-03,0.82,Partially Paid,2023.0,11.0
PAY21122,P1170,2024-05-15,13.61,Partially Paid,2024.0,5.0
PAY21123,P1170,2023-08-30,8.27,Paid,2023.0,8.0
PAY21124,P1171,2023-12-08,12.5,Paid,2023.0,12.0
PAY21125,P1171,2023-07-23,5.85,Approved,2023.0,7.0
PAY21126,P1171,2023-04-05,9.15,Partially Paid,2023.0,4.0
PAY21127,P1171,2022-12-20,5.01,On Hold,2022.0,12.0
PAY21128,P1171,2023-11-28,12.86,,2023.0,11.0
PAY21129,P1171,2023-10-13,6.31,Paid,2023.0,10.0
PAY21130,P1172,2026-08-16,12.98,Paid,2026.0,8.0
PAY21131,P1172,2026-05-19,6.81,On Hold,2026.0,5.0
PAY21132,P1172,2025-06-20,7.08,,2025.0,6.0
PAY21133,P1172,2026-01-18,12.07,On Hold,2026.0,1.0
PAY21134,P1172,2025-02-04,3.98,Paid,2025.0,2.0
PAY21135,P1173,2022-10-28,13.56,Approved,2022.0,10.0
PAY21136,P1173,2022-10-16,0.84,On Hold,2022.0,10.0
PAY21137,P1173,2023-04-07,6.54,Pending,2023.0,4.0
PAY21138,P1173,2022-07-20,3.19,Partially Paid,2022.0,7.0
PAY21139,P1173,2023-01-13,0.33,Pending,2023.0,1.0
PAY21140,P1173,2023-05-23,0.9,Pending,2023.0,5.0
PAY21141,P1173,2022-12-17,5.27,On Hold,2022.0,12.0
PAY21142,P1173,2023-09-20,3.62,Partially Paid,2023.0,9.0
PAY21143,P1173,2022-08-29,1.75,Pending,2022.0,8.0
PAY21144,P1173,2022-09-15,11.17,On Hold,2022.0,9.0
PAY21145,P1174,2024-01-26,7.57,Partially Paid,2024.0,1.0
PAY21146,P1174,2022-11-25,10.7,Approved,2022.0,11.0
PAY21147,P1174,2024-08-15,8.27,Partially Paid,2024.0,8.0
PAY21148,P1175,2022-10-17,4.36,On Hold,2022.0,10.0
PAY21149,P1175,2023-09-24,6.48,Paid,2023.0,9.0
PAY21150,P1175,2022-11-13,4.13,Approved,2022.0,11.0
PAY21151,P1175,2023-05-31,6.17,Pending,2023.0,5.0
PAY21152,P1175,2022-12-09,2.03,Pending,2022.0,12.0
PAY21153,P1175,2022-11-13,8.66,Pending,2022.0,11.0
PAY21154,p1175,2023-05-16,9.98,On Hold,2023.0,5.0
PAY21155,P1175,2023-04-09,8.47,Partially Paid,2023.0,4.0
PAY21156,P1175,2022-11-03,14.57,Pending,2022.0,11.0
PAY21157,P1175,2023-07-25,6.35,On Hold,2023.0,7.0
PAY21158,P1176,2025-10-14,3.24,Approved,2025.0,10.0
PAY21159,P1176,2025-07-05,11.26,Partially Paid,2025.0,7.0
PAY21160,P1176,2025-03-02,5.73,On Hold,2025.0,3.0
PAY21161,P1177,2025-08-10,7.99,Approved,2025.0,8.0
PAY21162,P1177,2025-12-09,8.08,Approved,2025.0,12.0
PAY21163,P1177,2026-02-23,12.22,Approved,2026.0,2.0
PAY21164,P1178,2024-09-27,12.07,Pending,2024.0,9.0
PAY21165,P1178,2025-04-03,7.25,Partially Paid,2025.0,4.0
PAY21166,P1178,2023-12-30,1.71,Partially Paid,2023.0,12.0
PAY21167,P1178,2024-12-11,9.59,On Hold,2024.0,12.0
PAY21168,P1178,2023-08-05,2.41,Pending,2023.0,8.0
PAY21169,P1178,2024-10-28,2.39,Paid,2024.0,10.0
PAY21170,P1179,2024-04-28,14.85,Paid,2024.0,4.0
PAY21171,P1179,2024-06-21,2.68,Partially Paid,2024.0,6.0
PAY21172,P1179,2025-03-28,9.48,Pending,2025.0,3.0
PAY21173,P1179,,4.12,Paid,,
PAY21174,P1179,2024-12-29,6.62,Approved,2024.0,12.0
PAY21175,P1179,2025-01-27,6.07,Pending,2025.0,1.0
PAY21176,P1179,2024-10-07,10.97,Approved,2024.0,10.0
PAY21177,P1179,2023-12-25,6.88,Pending,2023.0,12.0
PAY21178,P1179,2024-12-25,13.64,Partially Paid,2024.0,12.0
PAY21179,P1179,2024-08-10,14.25,On Hold,2024.0,8.0
PAY21180,P1180,2022-10-15,3.81,On Hold,2022.0,10.0
PAY21181,P1180,2023-02-25,7.58,Paid,2023.0,2.0
PAY21182,P1180,2023-07-24,9.1,Partially Paid,2023.0,7.0
PAY21183,P1180,2022-07-13,8.53,Pending,2022.0,7.0
PAY21184,P1180,2022-06-16,5.7,Partially Paid,2022.0,6.0
PAY21185,P1180,2023-02-18,7.1,Approved,2023.0,2.0
PAY21186,P1180,2023-03-13,12.59,On Hold,2023.0,3.0
PAY21187,P1180,2023-04-06,13.81,Partially Paid,2023.0,4.0
PAY21188,P1180,2023-10-12,7.44,On Hold,2023.0,10.0
PAY21189,P1181,2024-06-04,5.22,Partially Paid,2024.0,6.0
PAY21190,P1181,2024-03-31,8.11,On Hold,2024.0,3.0
PAY21191,P1181,2024-08-26,1.18,Approved,2024.0,8.0
PAY21192,P1181,2024-02-23,13.15,On Hold,2024.0,2.0
PAY21193,P1181,2024-06-26,3.61,Approved,2024.0,6.0
PAY21194,P1182,2026-03-11,3.07,Approved,2026.0,3.0
PAY21195,P1182,2025-02-21,12.43,On Hold,2025.0,2.0
PAY21196,P1182,2025-10-04,4.36,On Hold,2025.0,10.0
PAY21197,P1182,2025-10-17,10.13,Pending,2025.0,10.0
PAY21198,P1182,2024-12-29,12.08,Approved,2024.0,12.0
PAY21199,P1182,2025-02-19,10.38,Approved,2025.0,2.0
PAY21200,P1183,2024-07-09,12.02,,2024.0,7.0
PAY21201,P1183,,1.98,Approved,,
PAY21202,P1183,2024-08-21,3.28,Approved,2024.0,8.0
PAY21203,P1183,2024-06-17,13.34,Partially Paid,2024.0,6.0
PAY21204,P1183,2024-12-30,3.87,Partially Paid,2024.0,12.0
PAY21205,P1183,2024-09-15,14.0,Partially Paid,2024.0,9.0
PAY21206,P1183,2024-11-26,2.41,On Hold,2024.0,11.0
PAY21207,P1183,2024-02-24,3.97,Partially Paid,2024.0,2.0
PAY21208,P1184,2025-03-09,1.23,Approved,2025.0,3.0
PAY21209,P1184,2026-07-25,6.96,On Hold,2026.0,7.0
PAY21210,P1184,2025-12-14,7.79,Partially Paid,2025.0,12.0
PAY21211,P1184,2025-09-25,4.17,Partially Paid,2025.0,9.0
PAY21212,P1184,2026-07-20,9.03,Partially Paid,2026.0,7.0
PAY21213,P1184,2026-05-27,5.96,Paid,2026.0,5.0
