Payment_ID,Project_ID,Payment_Date,Amount_Cr,Payment_Status
PAY21086,P1164,2025-10-21,8.25,Approved
PAY21087,P1165,2025-04-06,9.13,Pending
PAY21088,P1165,2025-12-14,13.89,Partially Paid
PAY21089,P1165,2026-04-14,11.37,Pending
PAY21090,P1165,2025-02-20,5.32,Pending
PAY21091,P1165,2026-09-13,5.29,Pending
PAY21092,P1165,2026-08-18,2.31,Pending
PAY21093,P1165,2026-12-18,6.1,Partially Paid
PAY21094,P1165,2025-05-02,14.86,On Hold
PAY21095,P1165,2025-02-19,7.91,On Hold
PAY21096,P1166,2022-11-15,14.03,Pending
PAY21097,P1166,2022-10-18,10.34,Approved
PAY21098,P1166,2023-07-13,1.97,Approved
PAY21099,P1167,2023-05-08,9.94,Partially Paid
PAY21100,P1167,2022-12-04,8.76,Partially Paid
PAY21101,P1167,2023-08-01,11.34,Paid
 PAY21102,P1167,2022-12-07,9.7,Partially Paid
PAY21103,P1167,2022-11-01,12.56,Pending
PAY21104,P1167,2023-08-15,0.26,On Hold
PAY21105,P1167,2022-10-08,7.55,Paid
PAY21106,P1167,2023-08-04,14.26,Pending
PAY21107,P1167,2023-09-04,6.24,Pending
PAY21108,P1168,2025-11-12,3.07,Paid
PAY21109,P1168,2025-04-25,4.61,Pending
PAY21110,P1168,2025-06-04,12.46,Paid
PAY21111,P1168,2025-05-05,3.99,Paid
pay21112,P1169,2026-09-01,10.01,Paid
PAY21113,P1169,2026-07-04,5.31,Approved
PAY21114,P1169,2026-04-01,4.73,On Hold
PAY21115,P1169,2027-01-02,9.62,On Hold
PAY21116,P1169,2025-10-12,10.27,Paid
PAY21117,P1169,2027-01-24,4.96,Paid
PAY21118,P1169,2026-05-19,10.58,Partially Paid
PAY21119,P1169,2025-12-09,6.48,On Hold
PAY21120,P1169,2026-08-25,14.25,Partially Paid
 PAY21121,P1170,2023-11-03,0.82,Partially Paid
PAY21122,P1170,2024-05-15,13.61,Partially Paid
PAY21123,P1170,2023-08-30,8.27,Paid
PAY21124,P1171,2023-12-08,12.5,Paid
PAY21125,P1171,2023-07-23,5.85,Approved
PAY21126,P1171,2023-04-05,9.15,Partially Paid
PAY21127,P1171,2022-12-20,5.01,On Hold
PAY21128,P1171,2023-11-28,12.86,null
PAY21129,P1171,2023-10-13,6.31,Paid
PAY21130,P1172,2026-08-16,12.98,Paid
PAY21131,P1172,2026-05-19,6.81,On Hold
PAY21132,P1172,2025-06-20,7.08,
PAY21133,P1172,2026-01-18,12.07,On Hold
PAY21134,P1172,2025-02-04,3.98,Paid
null,P1173,2022-10-28,13.56,Approved
PAY21136,P1173,2022-10-16,0.84,On Hold
PAY21137,P1173,2023-04-07,6.54,Pending
PAY21138,P1173,2022-07-20,3.19,Partially Paid
PAY21139,P1173,2023-01-13,0.33,Pending
PAY21140,P1173,2023-05-23,0.9,Pending
PAY21141,P1173,2022-12-17,5.27,On Hold
PAY21142,P1173,2023-09-20,3.62,Partially Paid
PAY21143,P1173,2022-08-29,1.75,Pending
PAY21144,P1173,2022-09-15,11.17,On Hold
PAY21145,P1174,2024-01-26,7.57,Partially Paid
PAY21146,P1174,2022-11-25,10.7,Approved
PAY21147,P1174,2024-08-15,8.27,Partially Paid
PAY21148,P1175,2022-10-17,4.36,On Hold
PAY21149,P1175,2023-09-24,6.48,Paid
PAY21150,P1175,2022-11-13,4.13,Approved
PAY21151,P1175,2023-05-31,6.17,Pending
PAY21152,P1175,2022-12-09,2.03,Pending
PAY21153,P1175,2022-11-13,8.66,Pending
PAY21154,p1175,2023-05-16,9.98,On Hold
,P1175,2023-04-09,8.47,Partially Paid
PAY21156,P1175,2022-11-03,14.57,Pending
PAY21157,P1175,2023-07-25,6.35,On Hold
PAY21158,P1176,2025-10-14,3.24,Approved
PAY21159,P1176,2025-07-05,11.26,Partially Paid
PAY21160,P1176,2025-03-02,5.73,On Hold
PAY21161,P1177,2025-08-10,7.99,Approved
PAY21162,P1177,2025-12-09,8.08,Approved
PAY21163,P1177,2026-02-23,12.22,Approved
PAY21164,P1178,2024-09-27,12.07,Pending
PAY21165,P1178,2025-04-03,7.25,Partially Paid
PAY21166,P1178,2023-12-30,1.71,Partially Paid
PAY21167,P1178,2024-12-11,9.59,On Hold
PAY21168,P1178,2023-08-05,2.41,Pending
PAY21169,P1178,2024-10-28,2.39,Paid
null,P1179,2024-04-28,14.85,Paid
PAY21171,P1179,2024-06-21,2.68,Partially Paid
PAY21172,P1179,2025-03-28,9.48,Pending
PAY21173,P1179,,4.12,Paid
PAY21174,P1179,2024-12-29,6.62,Approved
PAY21175,P1179,2025-01-27,6.07,Pending
PAY21176,P1179 ,2024-10-07,10.97,Approved
PAY21177,P1179,2023-12-25,6.88,Pending
PAY21178,P1179,2024-12-25,13.64,Partially Paid
PAY21179,P1179,2024-08-10,14.25,On Hold
PAY21180,P1180,2022-10-15,3.81,On Hold
PAY21181,P1180,2023-02-25,7.58,Paid
PAY21182,P1180,2023-07-24,9.1,Partially Paid
PAY21183,P1180,2022-07-13,8.53,Pending
PAY21184,P1180,2022-06-16,5.7,Partially Paid
PAY21185,P1180,2023-02-18,7.1,Approved
PAY21186,P1180,2023-03-13,12.59,On Hold
PAY21187,P1180,2023-04-06,13.81,Partially Paid
PAY21188,P1180,2023-10-12,7.44,On Hold
PAY21189,P1181,2024-06-04,5.22,Partially Paid
PAY21190,P1181,2024-03-31,8.11,On Hold
PAY21191,P1181,2024-08-26,1.18,Approved
PAY21192,P1181,2024-02-23,13.15,On Hold
PAY21193,P1181,2024-06-26,3.61,Approved
PAY21194,P1182,2026-03-11,3.07,Approved
PAY21195,P1182,2025-02-21,12.43,On Hold
PAY21196,P1182,2025-10-04,4.36,On Hold
 PAY21197,P1182,2025-10-17,10.13,Pending
PAY21198,P1182,2024-12-29,12.08, Approved
PAY21199,P1182,2025-02-19,10.38,Approved
PAY21200,P1183,2024-07-09,12.02,N/A
PAY21201,P1183,,1.98,Approved
PAY21202,P1183,2024-08-21,3.28,Approved
PAY21203,P1183,2024-06-17,13.34,Partially Paid
PAY21204,P1183,2024-12-30,3.87,Partially Paid
PAY21205,P1183,2024-09-15,14.0,Partially Paid
PAY21206,P1183,2024-11-26,2.41,On Hold
PAY21207,P1183,2024-02-24,3.97,Partially Paid
PAY21208,P1184,2025-03-09,1.23,Approved
PAY21209,P1184,2026-07-25,6.96,On Hold
PAY21210,P1184,2025-12-14,7.79,Partially Paid
PAY21211,P1184,2025-09-25,4.17,Partially Paid
PAY21212,P1184,2026-07-20,9.03,Partially Paid
PAY21213,P1184,2026-05-27,5.96,Paid
PAY21214,P1184,2025-07-27,2.92,Approved
PAY21215,P1184,2025-04-30,0.86,Paid
PAY21216,P1184,2025-12-15,1.84, On Hold
PAY21217,P1185,2024-01-21,11.81,Partially Paid
PAY21218,P1185,2024-02-29,0.84,On Hold
PAY21219,P1185,2023-12-17,0.4,Approved
PAY21220,P1185,2024-10-01,10.86, Approved
PAY21221,P1185,2024-06-24,3.8,Pending
PAY21222,P1185,2024-09-28,9.15,Approved
PAY21223,P1185,2024-08-25,5.46,Pending
PAY21224,P1186,2023-03-31,8.42,Approved
PAY21225,P1186,2023-10-19,2.78,Partially Paid
PAY21226,P1186,2023-10-02,8.24,Paid
PAY21227,P1186,2023-08-19,1.59,On Hold
PAY21228,P1186,2023-12-09,12.19,Paid
PAY21229,P1187,2024-05-27,12.72,Pending
PAY21230,P1187,2024-05-24,7.03,Pending
PAY21231,P1187,null,13.78,Approved
PAY21232,P1187,2024-03-16,0.3,Approved
PAY21233,P1188,2023-09-29,12.95,Partially Paid
PAY21234,P1188,2023-05-15,3.4,Paid
PAY21235,P1188,2022-05-07,6.28,Partially Paid
PAY21236,P1188,2023-05-12,2.47,Partially Paid
PAY21237,P1188,2023-11-04,11.32,Paid
pay21238,P1188,2023-08-21,11.53,Pending
PAY21239,P1188,2023-07-01,6.69,On Hold
PAY21240,P1188,2023-01-29,5.0,Partially Paid
PAY21241,P1188,2023-07-17,9.33,Partially Paid
PAY21242,P1189,2022-06-07,2.38,Paid
PAY21243,P1189,2022-08-04,12.59,Partially Paid
PAY21244,P1189,2022-04-16,11.87,Pending
PAY21245,P1189,2022-04-28,4.88,Partially Paid
PAY21246,P1189,2022-05-13,3.92,Approved
pay21247,P1189,2022-05-02,5.85,Partially Paid
PAY21248,P1190,2024-07-18,14.05,Pending
PAY21249,P1190,2024-06-06,10.54,Partially Paid
PAY21250,P1190,2024-08-15,12.05,Partially Paid
PAY21251,P1191,2023-12-14,5.87,Partially Paid
PAY21252,P1191,2024-01-22,10.93,Partially Paid
PAY21253,P1191,2023-07-28,6.7,Approved
N/A,P1191,2023-10-08,4.22,Approved
PAY21255,P1191,2024-02-13,2.58,Pending
PAY21256,P1191,2024-08-23,8.89,On Hold
PAY21257,P1191,2024-04-14,8.08,Pending
PAY21258,P1191,2024-08-19,0.79,Partially Paid
PAY21259,P1192,NA,11.47,Paid
PAY21260,P1192,2023-02-16,13.76,Paid
PAY21261,P1192,2022-12-31,10.51,Paid
PAY21262,P1192,2022-06-27,1.42,Approved
PAY21263,P1192,2022-10-08,2.45,Pending
PAY21264,P1192,2022-09-30,4.36,Pending
PAY21265,P1192,2022-06-16,6.29,Pending
PAY21266,P1192,2022-11-12,1.23,Paid
PAY21267,P1193,NA,9.91,Pending
PAY21268,P1193,2026-10-09,8.33,NA
PAY21269,P1193,2026-06-07,3.73,Pending
PAY21270,P1194,2025-06-20,11.65,Approved
PAY21271,P1194,2025-08-16,8.13,Partially Paid
PAY21272,P1194,2026-02-24,11.47,Pending
PAY21273,P1194,2025-08-03,8.12,Pending
PAY21274,P1195,2025-01-26,0.38,Pending
PAY21275,P1195,2025-01-05,4.27,Paid
PAY21276,P1195,2024-04-08,7.69,Paid
PAY21277,P1195,2023-12-21,2.24,Paid
PAY21278,P1195,2024-03-07,2.55,Pending
PAY21279,P1195,2023-07-18,12.96,Approved
PAY21280,P1196,2026-04-14,3.88,Pending
PAY21281,P1196,2026-08-19,1.87,Pending
PAY21282,P1196,2025-11-11,9.69,Paid
PAY21283,P1196,2025-09-24,14.75,Pending
PAY21284,P1196,2025-08-21,4.49,On Hold
PAY21285,P1196,2026-10-04 ,7.48,Partially Paid
PAY21286, P1196,2026-05-29,8.24,Partially Paid
PAY21287,P1197,2024-08-23,14.16,Approved
PAY21288,P1197,2024-11-02,9.18,Partially Paid
PAY21289,P1197,2024-10-15,3.96,Partially Paid
PAY21290,P1197,2023-12-21,7.67,Partially Paid
PAY21291,p1197,2023-11-30,12.12,Pending
PAY21292,P1197,2023-11-03,9.1,Approved
PAY21293,P1197,2024-12-01,4.65,On Hold
PAY21294,P1197,2025-01-01,6.33,Partially Paid
PAY21295,P1197,2024-02-27,5.76,Approved
PAY21296,P1197,2024-06-02,3.18,Paid
PAY21297,P1198,2025-01-11,11.68,Pending
PAY21298,P1198,2025-01-26,13.01,Pending
PAY21299,P1198,2025-08-18,11.96,Partially Paid
PAY21300,,2024-06-30,2.35,Pending
PAY21301,P1198,2025-01-15,3.98,Partially Paid
PAY21302,P1198,2025-02-12,10.77,Approved
PAY21303,P1199,2025-11-03,2.17,Paid
PAY21304,P1199,2025-07-14,14.23,Paid
PAY21305,P1199,2025-08-09,5.77,Approved
PAY21306,P1199,2025-11-04,13.66,Partially Paid
PAY21307,P1199,2025-04-19,9.07,Approved
PAY21308,P1199,2025-11-28,8.39,Paid
PAY21309,P1200,2023-03-23,5.45,Pending
PAY21310,P1200,2023-11-26,13.85,Pending
PAY21311,P1200,2023-01-24,14.88,Pending
PAY21312,P1200,2025-02-13,10.74,Approved
PAY21313,P1200,2023-03-15,0.61,Pending
PAY21314,P1200,2024-10-19,7.94,Paid
 PAY21315,P1200,2024-04-16,6.2,On Hold
PAY21316,P1200,2024-04-28,5.37,Approved
PAY21317,P1200,2023-10-31,5.68,On Hold
PAY21318,P1200,2024-09-03,2.07,Partially Paid
PAY21319,P1201,2024-02-06,11.51,Paid
PAY21320,P1201,2024-06-05,11.74,On Hold
PAY21321,P1201,2024-03-15,1.24,Pending
PAY21322,P1201,2024-08-25,5.82,Partially Paid
PAY21323,P1201,2024-07-08,10.91,Approved
PAY21324,P1201,2023-09-11,2.35,Pending
PAY21325,P1201,2023-08-16,9.35,Approved
PAY21326,P1201,2024-01-17,3.5,Paid
PAY21327,P1201,2023-12-02,0.43,Pending
PAY21328,P1201,2023-10-07,6.42,Pending
PAY21329,P1202,2024-05-20,6.55,On Hold
PAY21330,P1202,2024-09-03,14.86,Pending
PAY21331,P1202,2023-12-17,14.87,Pending
PAY21332,P1202,2024-01-24,4.17,Partially Paid
PAY21333,P1202,2024-02-22,3.48,Pending
PAY21334,P1202,2025-05-05,1.93,Partially Paid
PAY21335,P1202,2024-12-01,9.35,Approved
PAY21336,P1202,2025-04-10,14.35,Approved
PAY21337,P1202,2025-07-29,8.49,Approved
PAY21338,P1203,2027-06-16,2.55,On Hold
PAY21339,P1203,2027-06-09,10.32,On Hold
PAY21340,P1203,2028-02-28,13.47,Pending
PAY21341,P1203,2028-04-06,0.58,Partially Paid
PAY21342,P1203,2026-09-28,5.09,On Hold
PAY21343,P1203,2026-10-27,7.61,Partially Paid
PAY21344,P1203,2026-02-14,14.29,Approved
PAY21345,P1203,2028-03-23,12.98,Paid
PAY21346,P1204,2023-10-16,3.55,Pending
PAY21347,P1204,2022-12-06,7.1,Pending
PAY21348,P1204,2022-07-05,10.54,On Hold
PAY21349,P1204,2023-04-02,6.34,Partially Paid
PAY21350,P1204,2023-05-30,8.61,Approved
PAY21351,P1205,2024-02-14,2.65,Partially Paid
PAY21352,P1205,2024-09-16,1.23,Approved
PAY21353,P1205,2025-01-10,1.09,N/A
PAY21354,P1205,2024-12-03,6.62,Partially Paid
PAY21355,P1206,2026-01-17,5.17,Approved
PAY21356,P1206,2026-04-17,4.79,Partially Paid
PAY21357,P1206,2027-05-04,13.94,Partially Paid
PAY21358,P1206,2027-08-11,3.41,Partially Paid
PAY21359,P1206,2026-08-14,4.48,On Hold
PAY21360,P1206,2026-06-03,5.21,on hold
PAY21361,P1206,2026-11-16,9.0,Paid
PAY21362,P1206,2026-03-30,1.46,Paid
PAY21363,P1206,N/A,8.22,Partially Paid
PAY21364,P1206,2026-03-21,14.03,Pending
PAY21365,P1207,2025-07-09,7.2,Paid
PAY21366,P1207,2025-09-14,4.55,Approved
PAY21367,P1207,2026-01-06,10.07,Paid
PAY21368,P1208,2024-09-27,13.42,Approved
PAY21369,P1208,2024-07-22,0.82,On Hold
PAY21370,P1208,2024-07-04,14.83,On Hold
PAY21371,P1209,2023-06-01,11.9,Partially Paid
PAY21372,P1209,2024-04-02,1.84,On Hold
PAY21373,P1209,2023-09-11,9.33,On Hold
PAY21374,P1210,2024-02-29,2.29,Partially Paid
PAY21375,P1210,2024-02-17,2.57,On Hold
PAY21376,P1210,2023-11-25,7.57,Pending
PAY21377 ,P1210,2024-02-29,0.72,Approved
PAY21378,P1211,2026-02-24,7.22,Partially Paid
PAY21379,P1211,2025-09-05,14.29,Approved
PAY21380,P1211,2025-08-03,9.89,Partially Paid
PAY21381,P1211,2025-10-06,12.15,Pending
PAY21382,P1211,2025-08-11,10.08,Pending
PAY21383,P1212,2026-03-04,2.44,Pending
PAY21384,P1212,2025-07-29,1.42,On Hold
null,P1212,2025-09-09,2.43,Partially Paid
PAY21386,P1212,2025-09-13,2.45,Paid
PAY21387,P1212,2025-12-02,11.61,Approved
PAY21388,P1212,2026-05-03,3.78,Partially Paid
PAY21389,P1213,2025-04-13,2.06,On Hold
PAY21390,P1213,2024-12-24,14.08,Pending
PAY21391,P1213,2025-06-17,9.93,Approved
PAY21392,P1213,2024-07-28,6.01,Approved
PAY21393,P1213,2024-04-26,0.97,Approved
PAY21394,P1213,2025-03-23,3.0,Partially Paid
PAY21395,P1213,2025-06-07,9.96,Partially Paid
PAY21396,P1213,2025-01-15,6.88,Approved
PAY21397,P1213,2025-04-26,9.96,On Hold
,P1214,2024-01-20,13.07,Pending
PAY21399,P1214,2024-09-25,6.38,Partially Paid
PAY21400,P1214,2024-12-20,2.44,Pending
PAY21401,P1214,2024-09-14,7.81,Partially Paid
PAY21402,P1214,2024-10-23,13.63, Pending
PAY21403,P1215,2023-07-12,11.62,Approved
PAY21404,P1215,2024-05-19,12.05,Approved
PAY21405,P1215,2024-05-13,0.29,Partially Paid
PAY21406,P1215,2024-10-28,3.23,Pending
PAY21407,P1215,2024-05-08,10.29,On Hold
PAY21408,P1215,2024-03-09,8.08,On Hold
PAY21409,P1215,2023-12-21,6.67,Paid
PAY21410,P1215,2024-09-10,14.47,On Hold
PAY21411,P1215,2024-03-26,8.2,Partially Paid
PAY21412,P1216,2025-11-22,5.16,Partially Paid
PAY21413,P1216,2026-09-30,9.5,Paid
PAY21414,P1216,2026-06-04,12.49,Partially Paid
PAY21415,P1217,2023-09-13,8.69,Approved
PAY21416,P1217,2023-09-04,3.54,Approved
PAY21417,P1217,2023-04-08,13.4,Paid
PAY21418,NA,2023-03-03,10.11,On Hold
PAY21419,P1217,null,6.07,Paid
PAY21420,P1217,2023-08-04,3.63,Pending
PAY21421,P1217,2023-06-24,3.77,Paid
PAY21422,P1217,2023-06-14,0.95,Paid
PAY21423,P1217,2023-03-26,8.15,On Hold
PAY21424,P1217,2023-06-07,0.49,Approved
PAY21425,P1218,2022-12-14,14.84,Pending
PAY21426,P1218,2023-01-02,10.0,Approved
PAY21427,P1218,2023-05-08,1.96,Pending
PAY21428,P1219,2024-04-15,10.95,Pending
PAY21429,P1219,2024-03-30,9.93,Paid
PAY21430,P1219,2024-08-20,6.59,Approved
PAY21431,P1219,2024-07-12,3.87,Partially Paid
PAY21432,P1219,2022-10-10,1.72,Approved
PAY21433,P1219,,9.95,Approved
PAY21434,P1219,2023-11-18,2.64,Partially Paid
PAY21435,P1219,2023-04-15,11.01,Approved
PAY21436,P1219,2022-12-27,11.54,Approved
PAY21437,P1220,2026-07-04,10.45,Paid
PAY21438,P1220,2025-11-08,14.75,Paid
PAY21439,P1220,2026-12-10,14.07,Pending
PAY21440,P1220,2025-11-02,11.74,Approved
PAY21441,P1220,2025-12-30,1.92,Partially Paid
PAY21442,P1220,null,2.04,On Hold
PAY21443,P1220,2026-05-26,7.78,Partially Paid
PAY21444,,2027-08-01,1.48,Paid
PAY21445,P1221,2026-05-15,2.85,Pending
PAY21446,P1221,2026-11-28,14.19,Paid
PAY21447,P1221,2027-02-13,12.11,Paid
PAY21448,P1221,2025-07-22,2.64,null
PAY21449,P1221,2025-10-30,7.95,On Hold
PAY21450,P1221,2025-12-03,7.31,Approved
PAY21451,P1222,2023-12-24,12.84,Partially Paid
PAY21452,P1222,2023-04-26,12.16,Partially Paid
PAY21453,P1222,2023-08-15,2.72,On Hold
PAY21454,P1223,2025-10-21,8.9,Paid
PAY21455,P1223,2025-09-21,3.59,Partially Paid
PAY21456,P1223,2025-03-13,11.62,Partially Paid
PAY21457,P1223,2024-07-15,9.73,Pending
PAY21458,P1223,N/A,0.79,Pending
PAY21459,P1223,2023-08-24,8.67,paid
PAY21460,P1223,2025-07-01,14.03,Approved
PAY21461,P1223,2024-10-19,11.31,Paid
PAY21462,P1223,2024-07-08,12.96,Paid
PAY21463,P1223,2024-01-05,12.68,On Hold
PAY21464,P1224,2026-06-17,2.25,Partially Paid
PAY21465,P1224,2026-05-28,14.94,Approved
PAY21466,P1224,2025-10-18,9.47,Paid
PAY21467,P1224,2026-09-24,12.57,Approved
PAY21468,P1225,2024-10-16,8.17,Partially Paid
PAY21469,P1225,2024-09-27,0.82,Paid
PAY21470,P1225,2024-01-27,14.1,Pending
PAY21471,P1225,2025-11-13,4.06,Partially Paid
PAY21472,P1225,2024-05-06,4.39,Partially Paid
PAY21473,P1225,2024-02-16,14.63,Approved
PAY21474,P1226,2024-08-31,4.8,Approved
PAY21475,P1226,2024-05-29,0.59,Approved
PAY21476,P1226,2024-03-09,2.98,Paid
PAY21477,P1226,2023-08-27,13.99,On Hold
PAY21478,P1227,2026-08-11,1.92,Approved
PAY21479,P1227,2026-07-12,4.95,Paid
PAY21480,P1227,2026-02-08,8.75,On Hold
PAY21481,P1227,2025-10-24,3.66,Approved
PAY21482,P1228,2024-02-25,11.47,On Hold
PAY21483,P1228,2024-04-02,12.92,On Hold
PAY21484,P1228,2024-04-13,8.77,On Hold
PAY21485,P1228,2023-05-23,13.62,Approved
PAY21486,P1228,2023-02-11,13.46,Paid
PAY21487,P1228,2023-05-30,13.8,Partially Paid
PAY21488,P1228,2023-02-07,9.95,Approved
PAY21489,P1229,2023-10-12,1.26,On Hold
PAY21490,P1229,2023-05-29,1.83,Partially Paid
PAY21491,P1229,2023-07-07,7.17,Approved
PAY21492,P1230,2024-10-07,1.83,Pending
PAY21493,P1230,2024-11-01,14.11,Pending
PAY21494,P1230,2024-02-14,5.18,Pending
PAY21495,P1230,2024-12-01,13.79,Paid
PAY21496,P1230,2024-11-21,12.23,Partially Paid
PAY21497,P1230,2024-04-24,11.0,Pending
PAY21498,P1230,2024-03-30,11.13,On Hold
PAY21499,P1230,2024-05-05,14.85,Paid
PAY21500,P1230,2024-09-27,13.16,On Hold
PAY21501,P1231,2024-03-25,8.33,Paid
PAY21502,P1231,2024-01-21,3.36,Partially Paid
PAY21503,P1231,2023-05-23,12.42,Approved
PAY21504,P1231,2023-10-25,2.26,On Hold
PAY21505,P1231,2024-01-02,13.68,Approved
PAY21506,P1231,2023-08-09,3.92,Paid
PAY21507,P1232,2023-12-29,9.81,Partially Paid
PAY21508,P1232,2023-04-13,14.67,Partially Paid
 PAY21509,P1232,2024-12-06,3.07,Approved
PAY21510,P1232,2025-03-19,2.14,Pending
PAY21511,P1232,2025-07-23,9.7,Paid
PAY21512,P1232,2025-02-27,3.92,Paid
PAY21513,P1232,2023-12-04,14.97,Paid
PAY21514,P1232,2025-04-29,1.31,Partially Paid
PAY21515,P1232,2023-08-26,14.49,Approved
PAY21516,P1233,2024-08-26,0.29,Pending
PAY21517,P1233,2024-01-01,12.49,Paid
PAY21518,P1233,2024-06-04,1.83,Pending
PAY21519,P1233,2024-06-21,2.38,Paid
NA,P1234,2024-02-22,14.66,Partially Paid
PAY21521,P1234,2025-01-30,7.9,Approved
PAY21522,P1234,2024-06-23,10.03,Pending
PAY21523,P1234,2023-10-24,5.99,Pending
PAY21524,P1234,2025-02-05,12.91,Pending
PAY21525,P1234,2024-08-09,7.46,Approved
PAY21526,P1234,2024-06-16,0.97,Paid
PAY21527,P1234,2024-06-12,7.09,Paid
PAY21528,P1235,2026-12-25,7.02,Approved
PAY21529,P1235,2025-06-15,6.35,Approved
PAY21530,P1235,2025-04-12,4.43,Pending
PAY21531,P1236,2024-05-01,0.45,On Hold
PAY21532,P1236,2022-05-11,8.9,Approved
PAY21533,P1236,2023-01-10,9.75,Partially Paid
,P1236,2022-09-27,10.4,Approved
PAY21535,,2023-07-07,14.46,Approved
PAY21536,P1236,2022-08-17,7.34,Partially Paid
PAY21537,P1236,2022-07-20,0.5,Pending
PAY21538,P1236,2023-12-26,7.42,Pending
PAY21539,P1236,2023-09-21,7.77,Pending
null,P1237,2024-09-17,10.89,On Hold
PAY21541,P1237,2024-09-10,10.43,Approved
PAY21542,P1237,2025-01-22,12.04,Partially Paid
PAY21543,P1237,2024-05-13,1.18,Paid
PAY21544,P1238,2026-06-07,3.97,Pending
PAY21545,P1238,2027-10-06,14.38,On Hold
PAY21546,P1238,2027-05-12,8.72,On Hold
PAY21547,P1238,2026-02-25,9.51,On Hold
PAY21548,P1238,2025-08-25,2.45,Paid
PAY21549,P1238, 2026-07-23,11.59,On Hold
PAY21550,P1239,2027-02-08,5.28,Partially Paid
PAY21551,P1239,2026-01-21,3.01,Approved
PAY21552,P1239,2027-07-15,11.52,Approved
PAY21553,P1239,2027-06-19,12.12,On Hold
PAY21554,P1239,2026-01-27,9.53,On Hold
PAY21555,P1239,2027-02-05,8.57,Paid
PAY21556,P1239,2026-07-31,7.21,PENDING
PAY21557,P1239,2026-03-14,5.04,Approved
PAY21558,P1239,2026-07-07,7.2,Pending
PAY21559,P1240,2023-06-26,3.61,On Hold
PAY21560,P1240,2022-10-25,10.42,Paid
PAY21561,P1240,2023-08-02,13.46,Pending
PAY21562,P1240,2023-05-15,13.03,Pending
pay21563,P1240,2023-06-13,6.33,Paid
PAY21564,P1240,2022-12-08,10.29,On Hold
PAY21565,P1240,2023-05-30,10.85,Pending
PAY21566,P1240,2023-10-29,3.41,Approved
PAY21567,P1241,2025-01-18,4.03,On Hold
PAY21568,P1241,2026-02-03,2.02,Approved
PAY21569,P1241,2026-03-17,13.42,Paid
PAY21570,P1241,2025-11-25,13.87,On Hold
PAY21571,P1242,2022-03-24,12.13,On Hold
PAY21572,P1242,2022-06-08,0.9,Approved
PAY21573,P1242,2022-05-01,9.95,Paid
PAY21574,P1242,2022-10-13,12.3,Pending
PAY21575,P1243,2026-09-07,1.73,On Hold
 PAY21576,P1243,2027-05-23,3.63,On Hold
PAY21577,P1243,2026-07-15,0.25,Approved
PAY21578,P1243,2026-10-04,11.36,On Hold
PAY21579,P1243,2026-03-21,0.65,Paid
PAY21580,P1243,2027-05-12,0.57,Approved
,P1243,2026-04-19,2.79,Pending
PAY21582,P1243,2026-05-31,11.13,Pending
PAY21583,p1243,2026-04-22,12.45,Pending
PAY21584,NA,2025-05-22,7.05,Partially Paid
PAY21585,P1244,2025-04-16,9.38,Paid
PAY21586,P1244,2025-02-20,10.95,Pending
PAY21587,P1244,2025-06-27,9.5,Approved
PAY21588,P1244,2025-07-31,2.52,Paid 
PAY21589,P1245,2025-01-17,5.83,Pending
PAY21590,P1245,2024-10-07,0.77,Pending
PAY21591,P1245,2025-08-20,12.68,Partially Paid
PAY21592,P1245,2024-01-09,1.5,Pending
PAY21593,P1245,2024-04-23,1.33,Partially Paid
PAY21594,P1246,2024-09-07,3.63,Pending
PAY21595,P1246,2024-07-26,10.78,On Hold
PAY21596,P1246,2024-12-31,10.24,On Hold
PAY21597,P1246,2025-01-04,14.44,On Hold
PAY21598,P1247,2024-06-09,2.57,On Hold
PAY21599,P1247,2024-07-20,9.99,Pending
PAY21600,P1247,2024-06-07,6.52,On Hold
PAY21601,P1247,2024-06-05,4.37,Approved
PAY21602,P1247,2024-08-27,3.41,Paid
PAY21603,P1247,2024-01-30,6.24,Partially Paid
PAY21604,P1247,2024-07-22,7.11,Paid
PAY21605,P1247,2024-08-14,1.95,Pending
PAY21606,P1248,2025-01-15,11.12,On Hold
PAY21607,P1248,2024-09-17,8.51,Partially Paid
PAY21608,P1248,2024-10-10,1.03,Pending
PAY21609,P1249,2024-07-12,2.11,Paid
PAY21610,P1249,2024-02-14,12.91,On Hold
PAY21611,P1249,2024-08-24,1.34,On Hold
PAY21612,P1249,2024-03-07,1.48,On Hold 
PAY21613,P1249,2024-02-29,1.63,Approved
 PAY21614,P1249,2023-11-16,8.35, Pending
PAY21615,P1250,2024-01-16,7.48,Pending
PAY21616,P1250,2023-03-28,12.09,Pending
PAY21617,P1250,2024-10-20,9.63,
PAY20699,P1106,2023-07-12,5.71,Pending
PAY20675,P1103,2026-04-20,9.42,Pending
PAY20256,P1040,2026-10-23,14.49,On Hold
PAY20683,P1103,2026-02-20,1.63,On Hold
PAY20208,P1034,2025-06-27,12.42,On Hold
PAY20129,P1021,2024-09-28,10.91,On Hold
PAY20076,P1012,2022-06-20,10.02,Paid
PAY20423,P1063,2025-12-12,3.57,Pending
PAY20803,P1121,2026-05-10,7.31,Paid
PAY21482,P1228,2024-02-25,11.47,On Hold
PAY20047,P1007,2023-11-16,12.38,Approved
PAY20380,P1057,2026-07-29,3.86,
PAY21106,P1167,2023-08-04,14.26,Pending
