Milestone_ID,Project_ID,Milestone_Name,Planned_Date,Actual_Date,Status
M5909,P1167,Testing,2022-09-06,2022-11-05,Completed
M5910,P1167,,2022-10-30,,Not Started
M5911,P1167,Safety Inspection,2022-12-22,,In Progress
M5912,P1167,Land Acquisition,2023-02-14,,Not Started
M5913,P1167,Foundation,2023-04-09,,In Progress
M5914,P1167,Major Construction,2023-06-01,2023-07-06,Delayed
M5915,P1167,Final Handover,2023-07-25,2023-08-14,Completed
M5916,P1168,Foundation,2025-04-23,2025-06-22,Completed
M5917,P1168,Safety Inspection,2025-05-29,2025-06-03,Delayed
M5918,P1168,Final Handover,2025-07-04,2025-07-24,Completed
M5919,P1168,Design Approval,2025-08-09,2025-08-14,Completed
M5920,P1168,Structural Work,2025-09-14,2025-11-13,Completed
M5921,P1168,Major Construction,2025-10-20,2025-10-20,Completed
M5922,P1169,Foundation,2025-10-17,,Pending
M5923,P1169,Structural Work,2026-01-02,,In Progress
M5924,P1169,Final Handover,2026-03-21,2026-03-31,Completed
M5925,P1169,Testing,2026-06-06,,Completed
M5926,P1169,Design Approval,2026-08-23,2026-09-02,Completed
M5927,P1169,Land Acquisition,2026-11-08,,In Progress
M5928,P1170,Land Acquisition,2023-06-14,2023-08-05,Delayed
M5929,P1170,Testing,2023-09-04,2023-09-09,Completed
M5930,P1170,Major Construction,,2024-02-04,Delayed
M5931,P1170,Safety Inspection,2024-02-15,2024-02-15,Delayed
M5932,P1170,Foundation,2024-05-07,,Pending
M5933,P1171,Major Construction,2023-01-23,2023-02-02,Completed
M5934,P1171,Land Acquisition,2023-04-15,2023-04-15,Completed
M5935,P1171,Structural Work,2023-07-05,2023-07-07,Completed
M5936,P1171,Final Handover,2023-09-25,2023-09-25,Delayed
M5937,P1172,Safety Inspection,2025-03-30,,Not Started
M5938,P1172,Design Approval,2025-08-10,,Not Started
M5939,P1172,Structural Work,2025-12-21,2025-12-23,Delayed
M5940,P1172,Foundation,2026-05-03,2026-05-08,Completed
M5941,P1173,Testing,2022-07-08,2022-07-18,Delayed
M5942,P1173,Foundation,2022-10-12,2022-10-17,Completed
M5943,P1173,Safety Inspection,2023-01-16,2023-01-26,Delayed
M5944,P1173,Structural Work,2023-04-22,2023-05-12,Completed
M5945,P1173,Land Acquisition,2023-07-27,2023-08-01,Delayed
M5946,P1173,Major Construction,2023-10-31,2023-11-20,Completed
M5947,P1174,Safety Inspection,2023-04-02,,In Progress
M5948,P1174,Land Acquisition,2023-09-28,2023-10-18,Delayed
M5949,P1174,Final Handover,2024-03-25,,Pending
M5950,P1174,Structural Work,2024-09-20,2024-11-19,Delayed
M5951,P1175,Final Handover,2022-10-30,,In Progress
M5952,P1175,Land Acquisition,2022-12-29,2023-02-27,Completed
M5953,P1175,Foundation,2023-02-27,2023-03-04,Delayed
M5954,P1175,Major Construction,2023-04-29,2023-06-03,Completed
M5955,P1175,Testing,2023-06-28,2023-07-08,Completed
M5956,P1175,Design Approval,2023-08-27,2023-10-26,Completed
M5957,P1176,Design Approval,2025-04-14,,Not Started
M5958,P1176,Major Construction,2025-07-07,,Not Started
M5959,P1176,Testing,2025-09-29,,In Progress
M5960,P1176,Foundation,2025-12-23,,Completed
M5961,P1176,Structural Work,2026-03-17,,Pending
M5962,P1176,Safety Inspection,2026-06-09,,Pending
M5963,P1176,Final Handover,2026-09-01,2026-10-06,Completed
M5964,P1177,Foundation,2025-07-19,2025-07-24,Completed
M5965,P1177,Land Acquisition,2025-08-25,2025-09-14,Completed
M5966,P1177,Final Handover,2025-09-30,2025-11-29,Completed
M5967,P1177,Testing,2025-11-06,2025-11-26,Completed
M5968,P1177,Structural Work,2025-12-12,2026-02-10,Completed
M5969,P1177,Major Construction,2026-01-18,2026-02-22,Completed
M5970,P1178,Testing,2023-08-16,2023-09-05,Completed
M5971,P1178,Land Acquisition,2023-12-07,2023-12-17,Delayed
M5972,P1178,Major Construction,2024-03-29,2024-03-31,Completed
M5973,P1178,Final Handover,2024-07-20,2024-08-09,Completed
M5974,P1178,Foundation,2024-11-10,2025-01-09,Completed
M5975,p1178,Safety Inspection,2025-03-03,2025-03-03,Completed
M5976,P1179,Land Acquisition,2023-03-22,2023-04-01,Completed
M5977,P1179,Structural Work,2023-08-22,2023-08-27,Completed
M5978,P1179,Foundation,2024-01-22,,Pending
M5979,P1179,Testing,2024-06-22,2024-08-21,Completed
M5980,P1179,Major Construction,2024-11-22,,In Progress
M5981,P1180,Structural Work,2022-07-14,2022-09-12,Delayed
M5982,P1180,Design Approval,2022-10-21,,Pending
M5983,P1180,Land Acquisition,2023-01-28,2023-01-28,Completed
M5984,P1180,Final Handover,2023-05-06,2023-05-11,Completed
M5985,P1180,Testing,2023-08-13,2023-09-17,Completed
M5986,P1181,Design Approval,2023-11-24,,Pending
M5987,P1181,Major Construction,2024-02-09,2024-02-27,Delayed
M5988,P1181,Final Handover,2024-04-27,2024-06-26,Completed
M5989,P1181,,2024-07-13,,In Progress
M5990,P1182,Foundation,2024-10-06,2024-10-06,Completed
M5991,P1182,Safety Inspection,2025-01-02,2025-02-06,Completed
M5992,P1182,Major Construction,2025-04-01,2025-04-03,Completed
M5993,P1182,Testing,2025-06-28,2025-06-28,Completed
M5994,P1182,Design Approval,2025-09-25,2025-11-24,Delayed
M5995,P1182,Final Handover,2025-12-22,2026-01-11,Completed
M5996,P1183,Design Approval,2024-01-20,2024-03-20,Completed
M5997,P1183,Final Handover,2024-03-29,2024-03-29,Completed
M5998,P1183,Foundation,2024-06-06,2024-06-11,Completed
M5999,P1183,Structural Work,2024-08-14,,Pending
M6000,P1183,Major Construction,2024-10-21,2024-10-31,
M6001,P1183,Land Acquisition,2024-12-29,2025-01-08,Completed
M6002,P1183,Testing,2025-03-08,,In Progress
M6003,P1184,Safety Inspection,2025-05-09,,In Progress
M6004,P1184,Foundation,2025-08-12,,In Progress
M6005,P1184,Structural Work,2025-11-15,2025-12-20,Delayed
M6006,P1184,Design Approval,2026-02-18,2026-04-24,Delayed
M6007,P1184,Land Acquisition,2026-05-24,2026-06-28,Completed
M6008,P1185,Foundation,2024-01-15,,Not Started
M6009,P1185,Structural Work,2024-04-14,,Pending
M6010,P1185,Safety Inspection,2024-07-12,2024-07-14,Completed
M6011,P1185,Major Construction,2024-10-10,2024-12-09,Delayed
M6012,P1186,Structural Work,2023-06-01,2023-07-06,Completed
M6013,P1186,Safety Inspection,2023-09-24,2023-11-23,Delayed
M6014,P1186,Final Handover,2024-01-18,2024-02-22,
M6015,P1186,Testing,2024-05-12,2024-06-01,Completed
M6016,P1187,Final Handover,2024-02-29,2024-04-04,Completed
M6017,P1187,Land Acquisition,2024-05-08,2024-06-12,Completed
M6018,P1187,Safety Inspection,2024-07-16,2024-07-26,Completed
M6019,P1187,Foundation,2024-09-23,2024-10-03,Completed
M6020,P1187,Structural Work,2024-12-01,2024-12-21,Completed
M6021,P1188,Final Handover,2022-05-26,2022-06-05,Delayed
M6022,P1188,,2022-10-05,2022-10-25,Completed
M6023,P1188,Structural Work,2023-02-15,2023-03-07,Completed
M6024,P1188,Design Approval,2023-06-27,2023-06-27,Delayed
M6025,P1189,Safety Inspection,2022-03-23,2022-03-23,Completed
M6026,P1189,Structural Work,2022-05-11,2022-06-15,Completed
M6027,P1189,Foundation,2022-06-29,,Pending
M6028,P1189,Final Handover,2022-08-17,2022-08-19,Completed
M6029,P1190,Final Handover,2022-10-22,2022-12-21,Completed
M6030,P1190,Safety Inspection,2023-01-27,2023-02-06,Completed
M6031,P1190,Land Acquisition,2023-05-04,2023-05-14,Completed
M6032,P1190,Major Construction,2023-08-09,2023-08-14,Completed
M6033,P1190,Structural Work,2023-11-14,2023-12-04,Completed
M6034,P1190,,2024-02-19,2024-02-24,Completed
M6035,P1190,Design Approval,2024-05-26,2024-06-15,Completed
M6036,P1191,Safety Inspection,2023-07-20,2023-08-24,Completed
M6037,P1191,Land Acquisition,2023-09-25,2023-10-30,Completed
M6038,P1191,Structural Work,2023-12-01,2024-01-05,Completed
M6039,P1191,Foundation,2024-02-07,2024-02-07,Completed
M6040,P1191,Major Construction,2024-04-14,2024-05-04,Completed
M6041,p1191,Design Approval,2024-06-20,2024-07-25,Delayed
M6042,P1192,Major Construction,2022-03-12,2022-03-17,Completed
M6043,P1192,Land Acquisition,2022-05-03,2022-05-03,Completed
M6044,P1192,Testing,2022-06-24,2022-07-14,Completed
M6045,P1192,Structural Work,2022-08-15,2022-08-20,Completed
M6046,P1192,Safety Inspection,2022-10-06,2022-10-08,Delayed
M6047,P1192,Design Approval,2022-11-27,2023-01-26,Completed
M6048,P1192,Foundation,2023-01-18,2023-02-07,Completed
M6049,P1193,Major Construction,2026-03-15,,Pending
M6050,P1193,Land Acquisition,2026-07-10,,Not Started
M6051,P1193,Foundation,2026-11-04,2026-11-09,Completed
M6052,P1193,Final Handover,2027-03-01,2027-04-30,Delayed
M6053,P1193,Structural Work,2027-06-26,2027-07-01,Completed
M6054,P1193,Safety Inspection,2027-10-21,,In Progress
M6055,P1194,Safety Inspection,2025-06-11,2025-07-01,Delayed
M6056,P1194,Testing,2025-08-05,2025-09-12,Delayed
M6057,P1194,Major Construction,2025-09-29,,Not Started
M6058,P1194,Foundation,2025-11-24,2026-01-01,Delayed
M6059,P1194,Design Approval,2026-01-18,2026-03-01,Delayed
M6060,P1194,Structural Work,2026-03-14,2026-05-27,Delayed
M6061,P1195,,2023-02-26,2023-02-28,Completed
M6062,P1195,Major Construction,2023-07-11,2023-09-02,Delayed
M6063,P1195,Testing,2023-11-23,,In Progress
M6064,P1195,Land Acquisition,2024-04-06,2024-06-05,Completed
M6065,P1195,Design Approval,2024-08-19,2024-10-25,Delayed
M6066,P1195,Structural Work,2025-01-01,2025-01-06,Completed
M6067,P1196,Structural Work,2025-10-04,2025-12-03,Completed
M6068,P1196,Final Handover,2025-12-17,2026-01-06,Delayed
M6069,P1196,Design Approval,2026-03-01,2026-03-01,Completed
M6070,P1196,Land Acquisition,2026-05-14,2026-05-16,Completed
M6071,P1196,Testing,2026-07-27,2026-09-25,Completed
M6072,P1196,Major Construction,2026-10-09,2026-11-15,Delayed
M6073,P1197,Final Handover,2023-12-04,,Pending
M6074,P1197,Safety Inspection,2024-03-11,2024-03-16,Completed
M6075,P1197,Land Acquisition,2024-06-18,,In Progress
M6076,P1197,Testing,2024-09-24,,Not Started
M6077,P1198,,2024-02-10,2024-03-01,Completed
M6078,P1198,Final Handover,2024-06-28,2024-08-27,Completed
M6079,P1198,Testing,2024-11-14,2024-11-14,Completed
M6080,P1198,Design Approval,2025-04-02,,In Progress
M6081,P1199,Safety Inspection,2025-03-28,2025-03-30,Completed
M6082,P1199,Final Handover,2025-05-15,,In Progress
M6083,P1199,Testing,2025-07-02,2025-08-31,Completed
M6084,P1199,Design Approval,2025-08-19,2025-08-24,Completed
M6085,P1199,Structural Work,2025-10-06,2025-10-16,Delayed
M6086,P1199,Land Acquisition,2025-11-23,,In Progress
M6087,P1200,Testing,2023-05-19,2023-06-08,Completed
M6088,P1200,Structural Work,2023-10-23,,Not Started
M6089,P1200,Final Handover,2024-03-28,,Pending
M6090,P1200,Foundation,2024-09-01,,Not Started
M6091,P1200,Major Construction,2025-02-05,2025-02-25,Delayed
M6092,P1201,Testing,2023-08-09,2023-08-19,Completed
M6093,P1201,Safety Inspection,2023-10-18,2023-12-17,Completed
M6094,P1201,Final Handover,2023-12-27,2024-02-25,Completed
M6095,P1201,Land Acquisition,2024-03-07,,Not Started
M6096,P1201,Design Approval,2024-05-16,2024-07-15,Delayed
M6097,P1201,Structural Work,2024-07-25,2024-09-13,Delayed
M6098,P1202,Final Handover,2024-04-01,,In Progress
M6099,P1202,Structural Work,2024-08-15,2024-09-11,Delayed
M6100,P1202,Testing,2024-12-29,,Not Started
M6101,P1202,Safety Inspection,2025-05-14,2025-05-14,Completed
M6102,P1203,Testing,2026-03-15,,Not Started
M6103,P1203,Structural Work,2026-07-04,2026-07-14,Completed
M6104,P1203,Final Handover,2026-10-23,,In Progress
M6105,P1203,Land Acquisition,2027-02-11,,Pending
M6106,P1203,Major Construction,2027-06-02,2027-06-22,Completed
M6107,P1203,Foundation,2027-09-21,,Not Started
M6108,P1203,Safety Inspection,2028-01-10,2028-01-15,Delayed
M6109,P1204,Foundation,2022-05-25,2022-05-30,
M6110,P1204,Final Handover,2022-08-22,2022-09-01,Completed
M6111,P1204,Design Approval,2022-11-19,2022-11-19,Completed
M6112,P1204,Major Construction,2023-02-16,,In Progress
M6113,P1204,Safety Inspection,2023-05-16,2023-06-20,Completed
M6114,P1204,Testing,2023-08-13,2023-09-02,Delayed
M6115,P1204,Land Acquisition,2023-11-10,,Pending
M6116,P1205,Testing,2023-12-19,2024-01-08,Delayed
M6117,P1205,Design Approval,2024-03-25,,Delayed
M6118,P1205,Major Construction,2024-07-01,2024-08-05,Completed
M6119,P1205,Land Acquisition,2024-10-06,2024-12-05,Completed
M6120,P1206,Final Handover,2026-02-20,2026-04-21,Completed
M6121,P1206,Structural Work,2026-05-26,,Pending
M6122,P1206,Design Approval,2026-08-30,2026-09-09,Completed
M6123,P1206,Safety Inspection,2026-12-03,2026-12-08,Completed
M6124,P1206,Testing,2027-03-09,,Pending
M6125,P1206,Foundation,2027-06-12,2027-07-17,Delayed
M6126,P1207,Land Acquisition,2025-08-04,,In Progress
M6127,P1207,Structural Work,2025-09-30,,Not Started
M6128,P1207,Design Approval,2025-11-26,2025-12-06,Completed
M6129,P1207,Foundation,2026-01-22,2026-02-11,Completed
M6130,P1208,Testing,2024-08-01,,Not Started
M6131,P1208,Design Approval,,,Not Started
M6132,P1208,Structural Work,2025-05-14,2025-06-03,Delayed
M6133,P1208,Foundation,2025-10-04,2025-10-24,Delayed
M6134,P1209,Safety Inspection,2023-01-11,2023-01-13,Delayed
M6135,P1209,Testing,2023-04-06,2023-04-16,Completed
M6136,P1209,Foundation,2023-06-30,2023-08-04,Delayed
M6137,P1209,Design Approval,2023-09-23,2023-09-23,Completed
M6138,P1209,Land Acquisition,2023-12-17,2023-12-19,
M6139,P1209,Final Handover,2024-03-11,2024-05-10,Completed
M6140,P1210,Safety Inspection,2023-10-17,2023-10-19,Completed
M6141,P1210,Foundation,2023-11-27,2024-02-12,Delayed
M6142,P1210,Final Handover,2024-01-07,2024-02-10,Delayed
M6143,P1210,Major Construction,2024-02-16,2024-04-27,Delayed
M6144,P1210,Testing,2024-03-28,2024-03-30,Completed
M6145,P1210,Structural Work,2024-05-08,2024-05-08,Delayed
M6146,P1211,Foundation,2025-04-02,2025-04-07,Delayed
M6147,P1211,Testing,2025-05-30,2025-05-30,Completed
M6148,P1211,Structural Work,2025-07-26,2025-07-26,Completed
M6149,p1211,Safety Inspection,2025-09-22,2025-09-24,Completed
M6150,P1211,Land Acquisition,,2026-01-17,Completed
M6151,P1211,Design Approval,2026-01-15,2026-02-19,Completed
M6152,P1212,Foundation,2025-09-07,,Not Started
M6153,P1212,Structural Work,2025-12-04,2025-12-09,Completed
M6154,P1212,Land Acquisition,2026-03-03,2026-04-07,Completed
M6155,P1212,Design Approval,2026-05-30,2026-06-19,Completed
M6156,P1213,Foundation,2024-04-10,2024-04-15,Completed
M6157,P1213,Land Acquisition,2024-07-01,2024-07-01,Delayed
M6158,P1213,Safety Inspection,2024-09-21,2024-10-26,Completed
M6159,P1213,Structural Work,2024-12-12,2024-12-12,Completed
M6160,P1213,Major Construction,2025-03-04,2025-03-04,Completed
M6161,P1213,Design Approval,2025-05-25,,Delayed
M6162,P1214,Safety Inspection,2024-04-12,,In Progress
M6163,P1214,Foundation,2024-08-10,2024-10-09,Completed
M6164,P1214,Design Approval,2024-12-08,2025-02-06,Delayed
M6165,P1214,Testing,2025-04-07,2025-06-06,Completed
M6166,P1215,Major Construction,2023-08-22,2023-09-11,Completed
M6167,P1215,Structural Work,2023-12-10,2023-12-10,Completed
M6168,P1215,Safety Inspection,2024-03-30,2024-04-09,Delayed
M6169,P1215,Foundation,2024-07-18,2024-07-28,Completed
M6170,P1216,Design Approval,2025-05-03,2025-05-23,Completed
M6171,P1216,Safety Inspection,2025-08-30,,Not Started
M6172,P1216,Structural Work,2025-12-27,2026-01-31,Completed
M6173,P1216,Foundation,2026-04-25,,Not Started
M6174,P1216,Final Handover,2026-08-21,,Not Started
M6175,P1216,Testing,2026-12-18,2026-12-28,Delayed
M6176,P1216,Major Construction,2027-04-16,2027-06-15,Delayed
M6177,P1217,Foundation,2022-12-08,2022-12-28,Completed
M6178,P1217,Design Approval,2023-02-09,2023-03-01,Delayed
M6179,P1217,Testing,2023-04-13,2023-05-03,Delayed
M6180,P1217,Final Handover,2023-06-14,2023-06-24,Completed
M6181,P1217,Safety Inspection,2023-08-16,2023-09-05,Completed
M6182,P1217,Major Construction,2023-10-18,2023-11-04,Delayed
M6183,P1218,Final Handover,2022-06-06,2022-06-16,Completed
M6184,P1218,Design Approval,2022-09-07,2022-10-12,Delayed
M6185,P1218,Safety Inspection,2022-12-09,2022-12-19,Completed
M6186,P1218,Structural Work,2023-03-12,2023-05-11,Completed
M6187,P1219,Foundation,2023-01-04,2023-01-04,Delayed
M6188,P1219,Land Acquisition,2023-05-22,2023-05-22,Delayed
M6189,P1219,Testing,2023-10-07,2023-10-09,Delayed
M6190,P1219,Major Construction,2024-02-21,2024-03-02,Delayed
M6191,P1219,Final Handover,2024-07-08,2024-09-06,Completed
M6192,P1220,Major Construction,2025-10-31,2025-12-05,Completed
M6193,P1220,Land Acquisition,2026-01-01,2026-01-03,Delayed
M6194,P1220,Design Approval,2026-03-03,2026-04-07,Completed
M6195,P1220,Testing,2026-05-04,2026-06-08,Completed
M6196,P1220,Safety Inspection,2026-07-05,2026-09-03,Delayed
M6197,P1220,Structural Work,2026-09-04,2026-09-14,Completed
M6198,P1220,Foundation,2026-11-05,2026-11-07,Delayed
M6199,P1221,Final Handover,2025-08-15,,In Progress
M6200,P1221,Land Acquisition,2025-12-11,2025-12-11,Completed
M6201,P1221,Structural Work,2026-04-08,,Not Started
M6202,P1221,Major Construction,2026-08-04,2026-08-14,Delayed
M6203,P1221,Design Approval,2026-11-30,,Not Started
M6204,P1221,Safety Inspection,2027-03-28,,In Progress
M6205,P1221,Testing,2027-07-24,2027-08-03,Delayed
M6206,P1222,Structural Work,2023-02-20,,In Progress
M6207,P1222,Testing,2023-05-02,,In Progress
M6208,P1222,Land Acquisition,2023-07-13,,Pending
M6209,P1222,Major Construction,2023-09-22,2023-10-27,Completed
M6210,P1222,Safety Inspection,2023-12-02,2023-12-12,Completed
M6211,P1222,Design Approval,2024-02-12,2024-03-18,Completed
M6212,P1222,Foundation,2024-04-23,2024-05-03,Completed
M6213,P1223,Testing,2023-12-20,,Delayed
M6214,P1223,Major Construction,2024-05-20,2024-07-19,
M6215,P1223,Final Handover,2024-10-19,2024-12-18,Completed
M6216,P1223,Structural Work,2025-03-20,2025-03-25,Completed
M6217,P1223,Design Approval,2025-08-19,2025-08-21,Completed
M6218,P1224,Foundation,2025-10-12,,In Progress
M6219,P1224,Major Construction,2026-01-06,2026-01-08,Completed
M6220,P1224,Structural Work,2026-04-02,,In Progress
M6221,P1224,Land Acquisition,2026-06-27,,In Progress
M6222,P1224,Testing,2026-09-21,,Pending
M6223,P1225,Design Approval,2024-04-17,2024-04-17,Completed
M6224,P1225,Foundation,2024-10-01,2024-10-06,Completed
M6225,P1225,Structural Work,2025-03-17,2025-05-16,Completed
M6226,P1225,Land Acquisition,2025-08-31,2025-10-30,Completed
M6227,P1226,Final Handover,2023-08-06,2023-10-05,Completed
M6228,P1226,Safety Inspection,2024-01-02,2024-01-02,Completed
M6229,P1226,Structural Work,2024-05-30,2024-05-30,Completed
M6230,P1226,Land Acquisition,2024-10-26,2024-10-28,Completed
M6231,P1227,Final Handover,2025-10-02,2025-10-04,Delayed
M6232,P1227,Testing,2025-12-30,2026-02-28,Completed
M6233,P1227,Land Acquisition,2026-03-29,2026-05-28,Delayed
M6234,P1227,Design Approval,2026-06-26,2026-07-16,Completed
M6235,P1227,Foundation,2026-09-22,2026-09-27,Delayed
M6236,P1227,Major Construction,2026-12-20,2027-01-24,Completed
M6237,P1227,Safety Inspection,2027-03-19,2027-05-18,Delayed
M6238,P1228,Foundation,2023-02-16,2023-04-17,Completed
M6239,P1228,Safety Inspection,2023-05-14,2023-05-24,Completed
M6240,P1228,Structural Work,2023-08-09,2023-09-13,Completed
M6241,P1228,Testing,2023-11-03,2023-11-08,Delayed
M6242,p1228,Major Construction,2024-01-29,2024-01-31,Delayed
M6243,P1229,Safety Inspection,2023-09-07,,Pending
M6244,P1229,Final Handover,2024-01-21,,Not Started
M6245,P1229,Land Acquisition,2024-06-05,2024-07-27,Delayed
M6246,P1229,Design Approval,2024-10-19,2024-11-23,Completed
M6247,P1230,Testing,2024-01-25,2024-02-29,Completed
M6248,P1230,Land Acquisition,2024-03-17,,Not Started
M6249,P1230,Foundation,2024-05-08,,Not Started
M6250,P1230,Major Construction,2024-06-29,2024-07-04,Delayed
M6251,P1230,Design Approval,2024-08-20,,In Progress
M6252,P1230,Final Handover,2024-10-11,2024-10-31,Completed
M6253,P1231,Foundation,2022-12-25,2023-02-23,Completed
M6254,P1231,Major Construction,2023-03-14,2023-05-13,Completed
M6255,P1231,Safety Inspection,2023-06-01,2023-07-31,Completed
M6256,P1231,Final Handover,2023-08-19,2023-11-06,Delayed
M6257,P1231,Design Approval,2023-11-06,2023-11-06,Completed
M6258,P1231,Land Acquisition,2024-01-24,2024-02-13,Completed
M6259,P1231,Structural Work,2024-04-12,2024-06-11,Completed
M6260,P1232,Major Construction,2023-07-01,,Not Started
M6261,P1232,Final Handover,2023-10-19,2023-12-02,Delayed
M6262,P1232,Testing,2024-02-07,2024-02-12,Completed
M6263,P1232,Land Acquisition,2024-05-27,2024-07-12,Delayed
M6264,P1232,Structural Work,2024-09-14,2024-10-04,Completed
M6265,P1232,Design Approval,2025-01-03,,In Progress
M6266,P1232,Safety Inspection,2025-04-23,2025-04-25,Delayed
M6267,P1233,Design Approval,2023-11-23,2023-11-28,Delayed
M6268,P1233,Land Acquisition,2024-01-10,2024-01-30,Delayed
M6269,P1233,Safety Inspection,2024-02-27,2024-03-18,Delayed
M6270,P1233,Structural Work,2024-04-15,,Delayed
M6271,P1233,Final Handover,2024-06-02,2024-06-12,Completed
M6272,P1233,Major Construction,2024-07-20,2024-07-22,Delayed
M6273,P1233,Testing,2024-09-06,2024-09-08,Completed
M6274,P1234,Final Handover,2023-07-03,,Pending
M6275,P1234,,2023-11-08,,In Progress
M6276,P1234,Land Acquisition,2024-03-16,2024-03-21,Completed
M6277,P1234,Design Approval,2024-07-22,2024-07-24,Completed
M6278,P1234,Foundation,2024-11-27,2024-12-02,Completed
M6279,P1235,Final Handover,2025-02-24,,In Progress
M6280,P1235,Land Acquisition,2025-07-02,,Pending
M6281,P1235,Design Approval,2025-11-06,2025-12-11,Delayed
M6282,P1235,Testing,2026-03-14,2026-04-03,Completed
M6283,P1235,Structural Work,2026-07-19,2026-07-19,Delayed
M6284,P1235,Safety Inspection,2026-11-24,2026-11-29,Delayed
M6285,P1236,Safety Inspection,2022-06-04,2022-06-14,Delayed
M6286,P1236,Structural Work,2022-10-02,2022-10-04,Completed
M6287,P1236,Testing,2023-01-30,2023-02-19,Delayed
M6288,P1236,Major Construction,2023-05-30,2023-06-09,Completed
M6289,P1236,Design Approval,2023-09-27,,Delayed
M6290,P1236,Land Acquisition,2024-01-25,2024-02-29,Completed
M6291,P1237,Land Acquisition,2024-05-27,,Pending
M6292,P1237,Major Construction,2024-07-20,2024-08-09,Completed
M6293,P1237,Testing,2024-09-12,,Not Started
M6294,P1237,Foundation,2024-11-05,2024-11-15,Completed
M6295,P1237,Final Handover,2024-12-29,2025-01-18,Completed
M6296,P1238,Major Construction,2026-01-20,,Not Started
M6297,P1238,Safety Inspection,2026-07-20,2026-09-18,
M6298,P1238,Design Approval,2027-01-17,2027-01-17,Delayed
M6299,P1238,Testing,2027-07-17,,Pending
M6300,P1239,Safety Inspection,2025-10-08,2025-10-08,Completed
M6301,P1239,Design Approval,2026-02-08,2026-02-13,Completed
M6302,P1239,Structural Work,2026-06-11,2026-08-10,Completed
M6303,P1239,Land Acquisition,2026-10-13,2026-10-23,Completed
M6304,P1239,Foundation,2027-02-13,2027-02-18,Completed
M6305,P1239,Final Handover,2027-06-16,2027-06-16,Completed
M6306,P1240,Design Approval,2022-11-20,,Pending
M6307,P1240,Foundation,2023-01-23,2023-01-25,Completed
M6308,P1240,Final Handover,2023-03-29,2023-05-28,Delayed
M6309,P1240,Structural Work,2023-06-01,,In Progress
M6310,P1240,Safety Inspection,2023-08-04,2023-08-14,Delayed
M6311,P1240,Testing,2023-10-08,2023-10-08,Delayed
M6312,P1240,Major Construction,2023-12-11,2023-12-28,Delayed
M6313,P1241,Design Approval,2025-02-06,2025-02-06,Completed
M6314,P1241,Final Handover,2025-05-04,2025-05-06,Completed
M6315,P1241,Major Construction,2025-07-30,2025-08-01,Completed
M6316,P1241,Safety Inspection,2025-10-25,2025-11-04,Delayed
M6317,P1241,Foundation,2026-01-20,2026-03-21,Delayed
M6318,P1241,Structural Work,2026-04-17,2026-05-07,Completed
M6319,P1242,Land Acquisition,,,In Progress
M6320,P1242,Final Handover,2022-04-11,,Not Started
M6321,P1242,Structural Work,2022-05-28,2022-07-27,Completed
M6322,P1242,Foundation,2022-07-15,2022-08-19,Completed
M6323,P1242,Major Construction,2022-08-31,2022-09-10,Completed
M6324,P1243,Major Construction,2025-12-24,2025-12-29,Completed
M6325,P1243,Structural Work,2026-04-15,2026-05-20,Delayed
M6326,P1243,Design Approval,2026-08-04,2026-09-08,Completed
M6327,P1243,Final Handover,2026-11-24,2026-12-04,Completed
M6328,P1243,Foundation,,2027-04-19,Completed
M6329,p1244,Final Handover,2025-01-18,2025-02-22,Delayed
M6330,P1244,Land Acquisition,2025-03-16,,Not Started
M6331,P1244,Safety Inspection,2025-05-13,2025-06-17,Completed
M6332,P1244,Design Approval,2025-07-09,2025-09-07,Delayed
M6333,P1245,Testing,2024-01-31,2024-02-02,Completed
M6334,P1245,Safety Inspection,2024-07-12,2024-07-17,Completed
M6335,P1245,Structural Work,2024-12-23,2024-12-25,Completed
M6336,P1245,Major Construction,2025-06-04,2025-08-03,Delayed
M6337,P1246,Design Approval,2024-06-02,2024-06-12,Completed
M6338,P1246,Safety Inspection,2024-07-16,2024-07-26,Completed
M6339,P1246,Major Construction,2024-08-29,2024-10-28,Delayed
M6340,P1246,Foundation,2024-10-12,2024-10-17,Delayed
M6341,P1246,Final Handover,2024-11-25,2024-11-27,Completed
M6342,P1247,Foundation,2023-11-30,2023-12-20,Completed
M6343,P1247,Testing,2024-02-07,2024-03-13,Completed
M6344,P1247,Land Acquisition,2024-04-16,2024-05-21,Completed
M6345,P1247,Design Approval,2024-06-24,2024-07-29,Completed
M6346,P1248,Land Acquisition,2024-07-11,2024-08-15,Delayed
M6347,P1248,Structural Work,2024-09-27,2024-10-17,Completed
M6348,P1248,Testing,2024-12-13,,Pending
M6349,P1248,Final Handover,2025-03-01,2025-03-11,Delayed
M6350,P1248,Foundation,2025-05-18,2025-05-28,Completed
M6351,P1248,Design Approval,,2025-08-23,Completed
M6352,P1248,Safety Inspection,2025-10-20,,Pending
M6353,P1249,Design Approval,2023-07-06,2023-07-06,Completed
M6354,P1249,Final Handover,2023-09-11,2023-11-10,Completed
M6355,p1249,Safety Inspection,2023-11-17,2023-12-22,Completed
M6356,P1249,Testing,,2024-01-26,Completed
M6357,P1249,Foundation,2024-03-31,2024-04-05,Completed
M6358,P1249,Major Construction,2024-06-06,2024-06-26,Completed
M6359,P1249,Land Acquisition,2024-08-12,2024-10-11,Delayed
